,Monobit,Frequency Within Blocks,Runs,Longest Run in Ones,Binary Matrix Rank,DFT,Nonoverlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity
0,0.8475122526183396,0.8902445002338586,0.8746414051538736,0.7217902333116296,0.6597406874297203,0.7676039775,1.000000011073458,0.9504158293242151,0.9985679440759891,0.5112817684262004
1,0.7012741804141068,0.9054496591979888,0.43968309058732397,0.21283344469422275,0.8489419151226981,0.09207628024,0.9999984772062022,0.6464098972661958,0.999742459194726,0.9816008960148808
2,0.8660903001552104,0.332391153783897,0.8653349452975032,0.8002586465636469,0.29033106142516746,0.4992932444,1.0000017013917109,0.030210224779323232,0.9991774631869692,0.8276303485452765
3,0.6896139953562552,0.17979588076513237,0.029664948557878545,0.8797386490111316,0.20337687043687055,0.315140684,1.0000437345003739,0.3635400422745129,0.9978643639843193,0.26810612053153743
4,0.11125326889604395,0.49700234264935866,0.5200443258435619,0.10219308625154114,0.4743665402292922,0.9033429656,1.00000001477749,0.898091675665018,0.997577302788815,0.19479833652822692
5,0.41703411239068733,0.6410783346980873,0.4272464309180379,0.011615971970843375,0.7375672977462072,0.6499635212,1.0000004806702358,0.5835484004771492,0.9991566468594381,0.8201156436765367
6,0.8167411978592032,0.8639109053744571,0.5918019463586663,0.3376763719660904,0.5402810782862669,0.10112554609999999,1.0000014290721617,0.8712001734200993,0.9991307311643581,0.2643038064500637
7,0.06915270630997436,0.7479507729082727,0.05856125934288321,0.2654720104134239,0.39075314366694597,0.7495054456999999,0.9999978783504688,0.5122230262582967,0.9994085370948006,0.24651023151224005
8,0.8121485848925428,0.6603916358865761,0.9983824542134215,0.5506726557419844,0.1679528959740256,1.0874955259999999,0.9999880316366604,0.7218464271852075,0.9986612956464143,0.528055065864758
9,0.7277645790716605,0.8694908615621484,0.05583155013633975,0.14875700705980752,0.1542956361665483,1.256264335,0.9999999335236365,0.7643579667153807,0.9986081513222139,0.8699043560183006
10,0.14094569130135082,0.5387060452961997,0.11029981534345482,0.6153849523478767,0.10121912548283772,2.490131736,1.0000029081921937,0.4255189693635426,0.9991613463303826,0.738321867088775
11,0.3493613813831736,0.5501998198179268,0.6395117005159052,0.9177012869400344,0.9754479976069441,0.2097167366,0.9999970044874923,0.23882305604084095,0.9986091659592189,0.901017109645881
12,0.9488923077276166,0.6800873188414239,0.299705141820649,0.1666663456246617,0.8013677999782576,0.110174812,1.000002722892505,0.6384714270970223,0.9992091661118425,0.16870101561968223
13,0.7277645790716605,0.800334138691425,0.384648475850239,0.44399173659531904,0.2419468100900011,0.8761951679000001,1.0002218949584625,0.12003903817783267,0.9992346891337625,0.08595994972221974
14,0.7115349933873892,0.7278522249974727,0.09573715145311376,0.9990422610359088,0.9972922713003272,0.2608450887,1.0000000217427134,0.5569734218829085,0.9981704674811523,0.024766341971746066
15,0.6838112172300417,0.9744265820800851,0.2942994995528602,0.4598352608492368,0.20031434395859393,0.28211086350000003,0.9999685805332912,0.673519868588614,0.9989456301752849,0.1468603003880765
16,0.18407742344881323,0.06716432751827456,0.04598718014782924,0.6869719408383337,0.1584364266207278,0.242746557,1.0000000177354236,0.7236300520686592,0.9997023159799113,0.45964712980074884
17,0.7666021131848769,0.612650283626135,0.14563064578027402,0.9711840555939919,0.5443067322390351,0.6621800300999999,1.0000000142793197,0.33620843468758493,0.9991679292908353,0.09105852418977325
18,0.17575425178339057,0.2016091634108482,0.18007091417875956,0.38498342773036937,0.8736163744239474,3.08421604,0.9999998589559449,0.6006333000341105,0.9971190538462898,0.6483218651587855
19,0.9944923693281756,0.0015799115528582492,0.0005090305622594505,0.34535561729557673,0.981179737200571,1.039081954,1.0000000938514708,0.7483806238125568,0.9984868634006872,0.2618128924588833
20,0.4125203323521527,0.6944062402570749,0.20324699006951316,0.5200888628320792,0.878914852271226,0.3060914181,1.0000003936642918,0.6579164261532503,0.9986004377340291,0.7210034572957098
21,0.7908041552898645,0.4111497914007411,0.2969231717824115,0.18678533062762248,0.8289665399114581,0.39070205399999997,0.9999999820136273,0.9976160238800569,0.999211504112332,0.03258069962248974
22,0.1713904469468545,0.695700229657765,0.14671322165390477,0.8233221193362747,0.8489419151226981,0.5354903079,1.0000249812436215,0.15687010649193522,0.9994391581379491,0.13436628352556815
23,0.44825527060699866,0.09606389983580317,0.17512920955580616,0.13047040796984158,0.6373744719393764,2.716363383,0.9999999960706116,0.9244154829013473,0.9988545605846959,0.25474507482459385
24,0.7696154793221562,0.6244658785360471,0.7301332772574145,0.671202944730112,0.37370703085446316,0.5413723307,1.000005306974354,0.7333719656251613,0.9992699455510312,0.1993624028786464
25,0.2647207193693842,0.8571822443015366,0.7548421338512329,0.2237718006996635,0.44983355406308984,0.34228848159999997,0.9999960493761212,0.9969156153583569,0.9998422724529406,0.27104966567512334
