Binary Entropy,Byte Entropy,Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,DFT,Non-Overlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity,Compression Ratio
0.6931470644,0.02350644675,0.3457474544,47.28312326,0.5463375101,0.8075779162,1.094475961,0.6012960615,0.0009719599827,6.283412473,5.00E-06,2.340716789,1.001150632
0.6931457311,0.02350644675,1.221269234,50.85244876,0.9905295933,5.525424658,0.5305860352,0.3006480308,0.001789510474,1.688662464,0.0002235659464,1.237821135,1.001150632
0.693147069,0.02350644675,0.3387767396,47.54791687,0.3068715253,5.187911988,0.4814249516,0.1791094651,0.004813642226,4.909321162,0.0003974506274,3.501636469,1.001150632
0.6931471102,0.02350644675,0.2690695915,44.16794958,1.364967085,7.474737487,0.6707602773,0.7164378605,0.002380318069,4.938316504,1.62E-06,2.620939088,1.001150632
0.6931471346,0.02350644675,0.217486302,49.91066102,0.1044947883,6.42209709,0.503400358,0.9467214586,0.001041902185,1.68055393,0.001460158305,2.713256358,1.001150632
0.6931468692,0.02350644675,0.5660220423,36.0005292,0.107795732,4.402801883,0.2147252235,0.3965995299,0.002393311236,0.9029970828,0.0009312191685,4.438748735,1.001150632
0.693147152,0.02350644675,0.1714795842,53.06509189,0.1435557381,3.193451885,0.7784238421,0.6524701944,0.0007710765715,3.569479855,0.0002872868469,4.382715948,1.001150632
0.6931471605,0.02350644675,0.143596725,44.31651111,0.07525497567,0.2568760276,0.01014673352,0.5948992949,0.003944501352,3.369193617,0.0008434972052,1.345575314,1.001150632
0.6931470858,0.02350644675,0.3122880233,56.88651015,0.06566069376,4.310665587,0.4591803599,0.07036443273,0.0002043484955,0.9627993415,0.001290073532,2.681758907,1.001150632
0.6931469121,0.02350644675,0.5255918964,41.42033099,0.4680471587,7.139224357,0.1723010783,0.07036443273,0.0004385310885,2.103954093,0.002543540979,1.065244453,1.001150632
0.6931470932,0.02350644675,0.2997407367,45.3826133,0.8519467542,1.860135661,0.08461910898,0.1343320989,0.009940702523,1.458412218,0.001725692355,1.882697234,1.001150632
0.6931471617,0.02350644675,0.1394142961,59.12109112,0.7695940408,8.198546129,1.016309857,0.7548184602,0.0002778038856,3.872410314,0.0008339928279,1.316792959,1.001150632
0.6931468264,0.02350644675,0.6036639023,52.71947465,0.1179941955,5.608649116,0.2820932111,0.6396766612,0.001158464803,5.607267599,0.00135873258,4.18042447,1.001150632
0.6931471486,0.02350644675,0.181238585,55.52905802,0.4461715701,3.497269782,0.182594272,0.2494738979,0.0003882516921,2.025534974,0.0007939149989,2.784867868,1.001150632
0.69314709,0.02350644675,0.3053173085,44.96310016,0.7680429507,2.973222576,0.4938048191,1.420082188,0.002374064972,1.736498506,0.000767226732,2.595004912,1.001150632
0.6931471731,0.02350644675,0.08783100657,49.33796786,0.06135304604,2.883258414,0.5748441452,0.4797574959,0.0006733612771,0.799396492,0.001581682585,2.005809119,1.001150632
0.6931465119,0.02350644675,0.829515062,47.26426441,0.2639282125,4.113556331,0.596956311,1.407288655,0.003328751849,3.404911039,0.0005743358907,1.429114146,1.001150632
0.6931464615,0.02350644675,0.8601862072,64.21259502,0.02824548812,3.287875475,3.02468383,0.9595149918,0.001483276594,3.860190641,0.0003384270718,5.492843262,1.001150632
0.6931469761,0.02350644675,0.4586730343,53.87602232,0.03793517659,2.96914296,0.49754154,0.2046965316,0.00407062785,0.9491897682,0.001321015127,0.5473545061,1.001150632
0.6931458223,0.02350644675,1.182233231,48.59631483,0.6864746182,1.616354967,0.09746324728,0.5501219286,0.00456889817,0.296929366,0.001765809913,5.770173849,1.001150632
0.6931461767,0.02350644675,1.016330219,45.51077648,0.008318969366,3.061391098,1.546022597,1.15141799,0.0002099524896,2.502677646,0.0003626059111,1.959794429,1.001150632
0.6931471708,0.02350644675,0.1003782932,43.12532474,0.4377468513,3.506481194,1.302910052,0.2366803646,0.0002824141356,0.6016404392,0.002018480719,1.120193211,1.001150632
