,Monobit,Frequency Within Blocks,Runs,Longest Run in Ones,Binary Matrix Rank,DFT,Nonoverlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity
0,0.9410429562496735,0.03272826311414028,0.6027142890937152,0.0830039545117672,0.23910205603400975,0.5956679259000001,1.000001706397453,0.41946400351619656,0.9998304691557492,0.030904209221599487
1,0.9646051385035194,0.11314079156673958,0.29787032821389753,0.23642697759658335,0.8145235634919248,1.684747073,0.9999999817355425,0.48136796886239763,0.999879587048723,0.21294363150615286
2,0.945751929009458,0.9724563627921033,0.8436975164173177,0.7129546518000355,0.31240761656623534,0.06492848262,0.9999999373137302,0.5457059652596011,0.9993961763815206,0.2929151620412279
3,0.8847426348696303,0.06402707450910981,0.05095256615602589,0.1502194256451762,0.2173464908141923,0.6621800300999999,0.9999987333735239,0.03806316693542537,0.9992288802405028,0.3563217641588513
4,0.4795362295268763,0.6926440788749273,0.761786090169085,0.4645188207659239,0.6132207689356334,0.7676039775,0.9999999520902775,0.8494378658343525,0.9973445134786216,0.12100509470132657
5,0.3245578786878836,0.45384403622437747,0.6594827089709598,0.05255230195850513,0.9561979440671564,0.5956679259000001,1.0000001816553667,0.19691865589909524,0.9998524201922808,0.6480015799116913
6,0.5868870490800437,0.5420093283959423,0.3410971325427691,0.6477766900749466,0.61322010328485,1.920027986,0.9999642616576644,0.6200937586792782,0.9987290132004708,0.7432998703511651
7,0.5415910213382613,0.8863811616210113,0.11481256079839022,0.08793141212706748,0.33959841052118306,0.2097167366,0.9999889036771892,0.30996219560046095,0.9996492735877649,0.6577803652077574
8,0.42043847881617175,0.9012024480243109,0.5085279117196324,0.40839703538276695,0.30606059140620007,1.6996783619999998,1.0000001563510954,0.09157771218180104,0.9999296189292743,0.8900751424969711
9,0.14471026960595798,0.21466675076849212,0.9168753172060956,0.5273578952838569,0.30241337232590976,0.02873141914,0.9999999977680338,0.6995619139130288,0.9980220481298253,0.4920968392333699
10,0.4734297027068879,0.3005565246106595,0.13988098612792121,0.1978492038589622,0.6703024152415276,1.672530565,1.0000041262964914,0.6051287437977644,0.9988965263182957,0.6019835319277402
11,0.8785175624599462,0.7507877544041167,0.9152299027384247,0.7636922795965693,0.7950237709569806,0.110174812,0.9999999978301674,0.963671307845824,0.9982824281448864,0.7038199287103077
12,0.5170616474150805,0.947014277815235,0.3004296063664553,0.22041370869197113,0.6081392893672772,1.455348184,1.0000000001170408,0.4770174921046169,0.9995820619161698,0.6229536197218917
13,0.8121485848925428,0.10202063277795292,0.012913276558543269,0.22371039242319538,0.5819862418285274,0.07397774849,0.9999999858015696,0.33962965882007623,0.9991684506017274,0.8811040598815573
14,0.19882180864845536,0.5333767565964838,0.7974454865993288,0.0323535632964985,0.0606470076690543,0.2549630659,0.9999996105870439,0.7149738565117055,0.9980039354436018,0.12866472873672902
15,0.8691941374657265,0.374675468378082,0.43495944426020766,0.15263144911709642,0.43069536587471713,0.34228848159999997,1.000008135980527,0.34568929868744236,0.9986794169393235,0.8954593121256113
16,0.7233258447090172,0.01709193139827956,0.2000437498331195,0.3131812244596701,0.7132343814856494,0.3454557246,1.0000096193986374,0.08282468432687798,0.9999149328488086,0.2814087012814896
17,0.20439199903308675,0.6808681227564403,0.06503003425517487,0.6428017456911364,0.44986988903647135,0.6047171917999999,1.0000001227369208,0.6619659402453046,0.9992702294511111,0.12432096419300527
18,0.08211727118539798,0.10580201057242461,0.16543759232996855,0.7412741514601079,0.02009261821210817,0.2187660024,0.9999999715642328,0.24391198791243454,0.9982294788532974,0.22063341565172254
19,0.5547305547936148,0.945917906481634,0.8920603582825042,0.3287629102855291,0.16956596802317628,0.39975131979999995,0.9999938919705881,0.272382318185969,0.9963370232795188,0.6290199675374286
20,0.20721928893341718,0.5734982565388275,0.6872324248157294,0.6582254307482138,0.49035561411980455,0.01968215327,1.0000007594082236,0.8280893897685601,0.9988028109151066,0.4838091492138603
21,0.5868870490800437,0.8462117477833458,0.3145043627645246,0.06103540525903996,0.29360371589610024,0.3726035222,0.9999999999747824,0.5564595902086976,0.9979141117909519,0.8835056640993705
22,0.6665157592138422,0.11736041922538942,0.2897934451468553,0.43457773984864484,0.347148586679845,3.6846348310000003,1.0000012502920468,0.19784507511466723,0.9991651155660796,0.5774181224676612
23,0.04846960393035519,0.7488855904699293,0.437203339160614,0.4032771144427971,0.78351330103303,0.5626381054999999,0.9999984965713898,0.6869601914101455,0.9990579945360712,0.8332810594251483
24,0.8894161344796792,0.6594068899662752,0.5999524498268275,0.6887697826545016,0.6132207689356334,0.3060914181,0.9999999988391317,0.6640366146540415,0.9996549998858177,0.07235305588374459
25,0.06765737989447741,0.7149234169634607,0.4392102037707368,0.8678894816751902,0.08761427103061563,1.346756993,0.9999999438509284,0.9577218711569142,0.997493183877362,0.6173099312064649
26,0.569361737813211,0.29660098936132473,0.9154648212611638,0.6899331574811423,0.5166508549643765,0.9214414973,1.0000207052184014,0.4897058620274448,0.9997513720356421,0.39732858768141827
27,0.12811321697391687,0.4433427409574303,0.14738501090522377,0.10991204779032085,0.5587041832914281,0.6802785618000001,1.000000008902129,0.9186047690640682,0.9999741253629996,0.9257900047226325
28,0.7545843342940137,0.8415782726642672,0.06441745816847473,0.39039040035592404,0.6286417562164113,1.446298918,0.9999997204072391,0.6677319790882118,0.9984584052788844,0.15607365544262614
29,0.969321948122239,0.8545239294340938,0.6403035530461111,0.9852465267476664,0.699093196192104,0.1794016959,0.9999985387495515,0.12708298838784432,0.9975251177548811,0.23308380049320676
30,0.5069083581189713,0.7207734016674717,0.4563703066130259,0.7425700582275198,0.36580112137089976,1.663481299,1.0000049577389727,0.3746201404703573,0.9990170172507616,0.8915820087979421
