Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,Non-Overlapping Template,Overlapping Template,Linear Complexity,Maurers
0.22870744252489456,0.00183098879,1.691675696,3.665841721,5.353572156999999,1.140945363,86.51544309,0.001223870861,6.193077882450668
0.4002380244185655,0.0004689061862,0.1628350938,8.360952545,0.9541086253,3.348598434,83.18166073,0.0002652246834,6.195680100969471
0.1794170454290121,0.001223690858,1.094613686,3.068050175,2.815535225,12.35700835,105.2157221,0.0007885709418,6.198073085860664
0.3805218655802125,0.001611123026,0.3528093698,2.397679168,7.25511819,5.44927576,115.5288175,0.001879949203,6.200982350629106
1.6127817929772736,0.003378427001,0.07237115278,10.58181915,8.646138149,1.625965264,96.6137785,0.002136322203,6.201618356893086
0.8359651347461663,0.001918019904,0.02713918229,16.43152705,2.930460793,3.766170038,91.06311941,0.0007240848291000001,6.198119205964811
0.19913320426736508,0.000787372292,1.022242533,6.821442281,7.9237678260000015,1.837059432,79.53382084,0.0007026273151,6.198176624411956
1.8257163084314856,0.004343032758,0.9770105626,7.642621123,7.898361752,4.262867113,84.42865390000001,0.0004829715643,6.194940274201454
0.21490613133804748,0.00256460309,0.1990206702,4.946658045,4.770203446,2.858132935,89.70682190000002,0.001210707125,6.193284708535937
0.3529192432065183,0.004454359309,0.8232218629000001,9.471271437,2.460514112,2.580287918,79.51072837,0.001239812629,6.193166964471383
1.4609673699219556,0.003000307479,1.076520898,4.454734052,3.551077828,4.92163292,98.95227557,0.0007145325492000001,6.1943926055958505
0.9365175448217664,0.009245708736,0.6061084046,2.0216008430000003,2.207368733,6.763607553,99.4757048,0.0012542828049999998,6.19933218849594
0.041403933560541256,0.0009515906845,0.9408249862,9.125053351,9.020045,3.400646726,86.42230347,0.0006628249128,6.194498553541948
0.3332030843681653,0.03015583857,0.3347165816,5.817064065,11.01442977,8.736688249,85.23842971,0.0006909854615,6.194555102273386
0.3332030843681653,0.002224435765,1.917835549,0.3753557376,14.69931816,3.947677994,100.0884249,0.0016299977220000002,6.192197244176067
0.390379944999389,0.003108880773,0.4251805226,5.681174219,9.355472965,3.171792765,68.92668142,0.0008888768136,6.198586728429157
1.3032380992151318,0.006413507104,0.4975516754,3.923916528,5.638628851,2.846542733,123.3333013,0.0003196997154,6.196910238732292
0.32728823671665946,0.00105130894,0.7779898923999999,1.308551757,10.83778069,5.702910447000001,94.23756374,0.0006918444269,6.194407191156494
1.3466136486595084,0.02899526205,2.189227372,6.351541145,4.198147586,3.651262219,107.9999038,0.002553853383,6.202633643586237
0.001971615883835298,0.0007325142611,1.230309597,6.7421198160000015,7.69029191,2.685203015,138.08322909999998,0.001290921096,6.192898241711307
0.8320219029784957,0.003726475999,0.5337372518,5.186790987,3.714170641,3.273400652,94.58856923,0.001227099184,6.193149873952394
0.2681397602016005,0.001439998644,0.6513403751,8.772453347999999,13.88008724,0.3025251913,104.5183296,0.0006575677396,6.197997665833817
1.376187886917038,0.005850920542,1.094613686,2.88348604,9.69689051,7.988508109,82.24256711,0.0005075993889,6.195008116884178
0.8103341282563075,0.01082536638,0.4432733108,9.864614343,8.204701751,1.399065381,108.4024824,0.0009756241001,6.193712901015136
0.3095436937621417,0.0031377363160000004,0.9408249862,4.040445159,8.544448206,2.783166985,99.52881747,0.0006021731882000001,6.194633214518999
1.1139629743669432,0.002711678124,1.130799262,8.200605684,7.590062532,0.3363304482,84.12999134,0.0001455843131,6.196600156414174
1.581235938835909,0.0007451973538,1.320773538,6.906237967,7.745185825,4.2532895439999985,125.9558357,0.0002558403176,6.197039661323003
1.035098339013531,0.001741684215,0.04523197049,5.093024642,7.579824045,13.2701135,82.93303185,0.0012064118030000002,6.199377683579782
1.0429848025488726,0.0005120498053999999,1.275541568,9.082884615,1.911863243,3.189580346,86.01972481,0.0005956066177,6.194869565306856
0.8359651347461663,0.001141604078,0.4161341285,6.52738453,5.157194738,2.395473701,114.4557875,0.0015739343040000002,6.192386444591659
0.5224782092163539,0.006607756281,0.2532990347,8.057772616,2.719175036,4.34592418,81.61830078,0.0004883385988000001,6.197462375943294
1.7034761236336973,0.003019380439,0.8232218629000001,4.794025792,6.446490821,2.788911181,86.36534206,0.0001430854103,6.195745207367405
0.1005524100756002,0.001158362517,0.9951033508,4.094574005,12.7835119,3.071440696,131.6011739,0.0009760296354,6.198667468214632
1.0153821801751783,0.001718321306,0.1718814879,8.627617682999999,3.925430028,5.472638215,80.76695853,0.001407910418,6.199825426153629
0.11829695303011788,0.001031000802,0.370902158,10.09580118,4.203616399,2.584665031,91.5780814,0.001106263988,6.199094460112595
0.5323362886355304,0.001997635571,0.922732198,4.201154415,8.112710222,9.495007817000001,120.2835562,0.0001820087964,6.196727942074567
0.5599389110092245,0.00272007466,1.058428109,1.787123291,2.866600328,2.035385195,87.37756182,0.001176379286,6.193259619476719
0.22870744252489456,0.008528804447,0.3347165816,5.167951182,1.616020587,18.87649057,94.61320119,0.001965335428,6.201051828495003
0.4022096403024008,0.01622598708,1.040335321,5.208053168,2.902064812,4.671421179,137.40661980000002,0.001742060963,6.19192552430038
1.6364411835832973,0.004092222696,0.4975516754,3.495502758,11.18385811,2.736323088,97.03637063,0.000438421389,6.1972864022390395
1.8947228643657208,0.002163187743,0.7146651337000001,1.454174531,6.002256403,1.25679544,121.8792456,0.0007174815668,6.198018165886114
0.04929039709588245,0.001595707004,0.8141754687999999,1.956422844,3.375787067,0.9145533719,77.43471567,0.0003798794887,6.197179669995225
1.2854935562606142,0.00129035767,0.02713918229,9.749282254,1.4698855480000002,3.59904012,98.85759646,0.001469818555,6.192649571996959
2.2101814057793687,0.002014556345,0.4794588872,5.929458785,4.400201773,2.721257749,81.16414895,0.0013653090300000002,6.1998122678239325
0.6427467781303071,0.005248487672,0.6332475868999999,4.19833901,11.39278737,1.985000825,92.26700664,0.000258646395,6.195786048339047
0.23265067429256514,0.00110396018,0.3347165816,9.996638513999999,3.5373091160000003,7.618267291,96.68921389,0.002129048058,6.190769428034086
2.2358124122692282,0.003441613729,1.221263203,3.41620884,6.518098303,7.935100321,115.7728279,2.6600000000000006e-05,6.196492926268345
0.037460701792870664,0.001899863436,1.619304544,4.552714571,7.763906887,7.676214282999999,65.29654575,0.001544390044,6.192499044856261
0.037460701792870664,0.00118465288,1.212216809,4.507902586,11.07499432,7.54539274,96.3428269,0.00028309545,6.195687071491594
0.13801311186847084,0.01238933815,0.741804316,6.032613789,0.8238223943,4.9745523380000005,102.3614933,0.002041123887,6.201363571011275
1.640384415350968,0.0014648145670000002,0.642293981,7.180900017999999,3.205828046,4.089136118,93.01674204,0.001644995243,6.200344996928257
0.1813886613128474,0.001699333566,1.203170415,7.297598857,8.177657972,4.093562896,112.6530357,0.001815533022,6.191552299196233
0.17350219777750622,0.002412497519,0.5065980695000001,4.800291914,3.177585286,5.861678827,90.73905513,0.001179074538,6.199216939291191
1.3978756616392265,0.00131145171,0.2352062465,5.247222421,2.501627087,7.538456545,107.876744,0.00030617755550000004,6.1970039360181435
0.3844650973478831,0.003030095955,0.1447423056,6.131731882,8.306656586,1.07464999,124.8073703,0.002124787303,6.201517751637633
0.4278406467922597,0.004210959372,0.6784795574,5.499679725,10.03780644,2.385059062,105.2272684,0.0021336593530000003,6.201618206940842
0.9818647101499784,0.015145235980000003,0.7146651337000001,11.856122,4.310566743,5.934679245,101.9465987,0.0004376136381,6.195135553488929
1.2204302320940494,0.002101452209,0.5608764341,6.626263061,1.569566009,5.555972597999999,82.59511209,0.0004421875461000001,6.197241057176206
0.9621485513116254,0.0007386406298000001,1.727861273,3.290732047,13.97657826,3.450101403,80.38131435,0.0013232267240000002,6.199365690913777
2.216096253430875,0.0014143701199999998,0.6061084046,6.776696034,5.056616607,6.642571465,107.7397287,0.001865317908,6.191647775779758
0.25433844901475344,0.003032469693,0.7508507101,10.86600317,3.370333538,7.058784267999999,124.4879246,0.0001327763989,6.1965198766174865
2.454661775374946,0.006396954691,0.9679641685,6.9728134310000005,7.475100532000001,2.104187082,91.23554315,0.001636364624,6.192234674899323
1.4451944428512733,0.008242241245999999,0.0180927882,2.081152891,7.582968405,8.23905542,133.63331090000003,0.001046984146,6.198892585229734
0.3489760114388477,0.01746450339,1.004149745,3.591271802,9.909488328,4.728285724,113.816896,0.0001100071208,6.196333236811763
0.011829695303011787,0.004305511077,2.976263658,4.055828271,2.972059718,6.4669129289999985,94.01895507,0.0001907308018,6.196895309612239
1.3604149598463555,0.007533256346,0.009046394098,9.90739522,7.987382082000001,2.555074739,87.81554893,0.0008451823199,6.194115365061398
0.2011048201512004,0.00319277562,0.3799485521,2.5296579130000003,2.101975099,4.47624842,105.5359377,0.001816063946,6.191963948507851
1.2697206291899321,0.02236437394,0.3799485521,4.659818388,2.810728871,5.716303384,94.86875782,0.0007624470942,6.194396372689334
1.2795787086091084,0.005767076327,0.6603867692000001,12.16713295,3.114305941,4.274755593,109.3030886,0.0001675652004,6.195822760046976
0.015772927070682383,0.001786651609,0.3075773993,12.66041076,7.249191999,2.978820484,103.3252189,0.001250595428,6.193136889864192
0.6526048575494836,0.003907760683,1.574072573,8.494186375,5.292611099,1.561206011,112.0926585,0.0005591144407,6.194772065440522
0.820192207675484,0.005562926041999999,0.6332475868999999,2.585467106,5.222293471,2.865338903,106.8029443,0.0028592948180000003,6.203258384230398
0.04731878121204715,0.004823490461,0.5608764341,9.592179162999999,2.788088803,1.429338615,111.625421,0.0003239169057,6.195296683386377
0.7630153470442603,0.001373352486,2.098763431,7.603588793999998,4.8163670530000005,1.946453366,95.91330703,0.00220193048,6.201653963544204
1.1947992256041906,0.001342615767,0.2623454288,3.2117550610000003,7.022415333,1.784208945,73.21880112,0.0002823178661,6.196927174383766
0.4751594280043068,0.04013003631,0.2623454288,5.612380396,6.638328035,1.191983929,95.54382758,0.0007298088920000001,6.1981224525067375
1.5516617005783797,0.00524474221,1.067474504,6.432892506,3.765555026,10.20240757,75.18012124,1.58e-05,6.19633892060782
