Binary Entropy,Byte Entropy,Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,DFT,Non-Overlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity,Compression Ratio
0.6931448111749465,-9,2240.0,92.71115173674598,514937.0,7.448729746505494,0.4306040726225,0.8594074393117691,0.0006728506508531497,16.089700757408956,0.0010603586958296773,3.50367359336212
