Monobit,Frequency Within Blocks,Runs,Longest Run in Ones,Binary Matrix Rank,DFT,Nonoverlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity
1.146858591,119.1407529,514543,6.271314991,1.239039095,0.8761951679,0.01735663734,4.873923248,6.201774585,13.63721769
1.923921849,106.7067488,513764,5.643401793,2.84030757,0.6350322325,0.001464874951,3.624630008,6.194662735,5.636916698
0.8825781931,100.4142678,513833,3.01478478,1.018170016,1.627284235,0.00787169544,3.060081536,6.196619125,3.766528422
1.919977365,91.6702609,513320,5.376616904,0.6498075744,1.165771676,0.001803664574,1.410534486,6.197801875,7.491614247
0.1449597703,106.6782517,514502,1.810323863,0.2923020916,1.781121755,0.004529045943,3.689011421,6.2022318,7.563320146
1.253359646,98.02435737,513957,5.764141448,2.213195333,1.292461398,0.0009762673142,10.74884065,6.193475417,3.112631289
0.4565739703,93.7836719,514068,3.865369254,0.5549614218,0.1373226096,0.002266079829,5.581924248,6.196232653,0.0905399543
0.8431333576,102.7286993,514955,4.401275679,1.349430829,0.8341160816,0.002065415221,4.56691004,6.197025318,11.16480017
0.4624906956,79.09608164,513953,4.174657765,6.705009746,1.241333046,0.000485039211,1.491403971,6.202956561,9.953064891
0.7090209171,96.16588043,515219,4.286640127,0.8418291398,0.2730615977,0.001008518948,6.760953575,6.196251802,5.060962089
1.192220151,95.68759026,513870,7.807783853,2.346907035,1.473446715,0.002679980631,9.921010408,6.194587209,5.478009674
0.7346600601,88.18436507,513702,3.15935526,3.616285719,0.6680620529,0.00241192693,9.890087761,6.20180769,4.441389989
0.09565372595,91.79734283,514421,11.55458676,1.153381126,1.274362866,0.00600673979,9.603377559,6.193332921,4.046068039
0.008875087975,107.1010879,513686,1.823406294,2.783895939,1.015101399,0.0006879941682,9.956621739,6.193365469,3.213363162
0.5058800146,87.44420911,514110,2.958309305,0.3187350184,0.3603870133,0.008299973006,8.085275183,6.199074801,5.402183943
0.7050764336,99.76114374,513564,2.471775721,2.321837288,0.2278152683,0.00654975689,5.451318975,6.19738256,3.37068051
0.5966031361,98.51188986,514121,6.173524911,6.178868817,0.5504215966,0.02066622142,2.461583224,6.19307974,5.170805322
2.144812927,98.946279,514823,10.37792683,0.6932998953,0.09795830305,0.001709361459,6.795216365,6.190573513,7.757740593
1.872643563,84.92336575,513952,6.015538215,1.403550739,1.024150665,0.001171282344,4.51008045,6.19739724,5.103134684
1.259276372,92.34957158,514207,3.012721646,0.4035833172,0.08302701437,0.009050557609,5.410564848,6.195779907,1.312010039
0.4013512006,127.5689805,514249,9.335631274,3.101175887,1.060347728,0.009901230912,1.266814177,6.195127768,1.096511464
1.23560947,107.1049389,513620,14.61171409,0.7452227585,0.3364064587,0.01712196014,15.01784928,6.201550478,14.65803765
0.2672387601,101.087417,513988,7.2808117,1.493988318,0.4721454468,0.002899143923,5.043236455,6.199470585,4.265255801
0.5768807184,109.8837971,513688,5.403545373,2.666608076,1.192919473,0.001276725057,2.996124935,6.196839137,2.870483162
0.5729362348,106.0459228,514024,5.655477439,0.7441399568,2.749393203,0.01333427378,3.884111624,6.198090392,2.169621062
0.6261867627,84.10465004,514255,3.886571514,1.362015921,0.4178498516,0.003004662132,3.30170605,6.198371215,4.665959888
0.8076330057,139.2967171,514421,0.7903457014,2.316043922,2.622703481,0.003535849321,6.428504103,6.197394662,1.087649429
0.8017162804,58.74987966,514442,3.089128596,0.1982226197,0.3513377474,0.002812084002,7.001511724,6.195314424,10.07066202
0.1587654627,131.0271493,515014,8.293337789,0.7114236718,1.582037906,0.004131920001,4.526054125,6.193328547,10.72240991
0.6971874665,106.7398671,515390,0.6507344727,2.928751854,0.01968215327,0.001553296767,2.012166779,6.201468659,4.787848635
0.6182977956,110.3543853,515067,6.198446072,0.4514929001,2.369324037,0.008101013467,1.117358994,6.194473082,1.938112419
1.464389516,121.5360547,513493,7.055003358,0.1244473739,1.006052133,0.004835127756,4.607757521,6.190380913,9.91357918
1.184331184,87.88013863,514689,3.027771243,1.15612805,0.09795830305,0.008135326165,5.594787636,6.196269836,9.329537876
0.9496344133,114.0043323,514649,6.214496645,9.386754054,1.069396994,0.007795569487,1.862594308,6.194664065,3.915438504
0.3382394639,78.1872533,514400,4.265793253,17.18671456,0.8490473703,0.005515570927,5.312509913,6.19315065,5.990478945
0.4013512006,82.20535284,515017,4.17846033,1.432685446,0.450879672,0.0009131741263,2.824622308,6.194642416,1.890608481
0.3974067171,97.8541446,513536,11.20523745,0.7172777843,1.220067271,0.006979113014,1.300017819,6.196468416,3.660851296
0.8352443905,89.8787908,514573,2.097182781,2.031505479,1.322776439,0.003978094533,4.179854779,6.204631356,5.056847916
0.6222422791,74.83229036,513871,3.624456577,9.63139863,0.390702054,0.0002833099437,0.5595406435,6.199147014,4.421446714
0.2652665184,91.50697988,514038,1.656650755,0.2388433534,0.6440814984,0.00288975125,2.177049078,6.19020199,5.411354608
0.7997440386,103.9633195,514574,4.384751508,1.452840425,1.114643324,0.002872385474,3.846245833,6.192300203,4.689136359
0.8017162804,111.5173775,513417,6.328445205,5.279304362,0.5535888396,0.000699417873,3.3011231,6.196821001,8.272232589
1.906171673,79.09839222,514885,9.475472756,0.8448716389,0.2517958229,0.007581389977,2.024607873,6.194294226,6.882005067
0.4210736184,108.1978435,514417,5.366253324,3.469802868,1.847633859,0.01020911244,5.922033758,6.193666322,4.631651991
1.125163931,104.7912776,513982,2.953419576,7.621937479,0.3364064587,0.002190890216,4.537229788,6.19625457,1.704403592
1.024579601,82.82150765,513837,7.828743011,1.030916632,0.9246087404,0.01114474719,4.684918738,6.190284846,10.90259701
2.093534641,96.96611149,514668,4.304553873,1.142493779,0.8250668158,0.009340660557,6.02539972,6.198623964,5.796773404
0.2120159905,99.80350438,514086,6.913298746,0.8335413139,1.192919473,0.001602579379,2.692080885,6.19350559,5.589707253
0.6025198614,90.67979205,513989,4.546399053,0.07730846597,1.382954057,0.001578516368,0.9948993552,6.198700688,9.772016507
0.2711832437,96.5371137,513943,11.12868773,0.4104812179,1.639500744,0.02435667491,3.833131887,6.19762338,9.543934876
0.5334913994,116.4265909,512965,0.5797245676,2.080549467,0.2278152683,0.0171393022,6.741638831,6.197682717,9.461963252
0.4407960361,87.8131318,512967,9.783963857,2.602802486,0.3002093953,0.002139365873,3.040120535,6.193496947,10.6150972
0.4309348272,76.36112448,514349,4.859645877,0.8303384216,0.7255248912,0.00396432587,7.240569961,6.19309991,3.909183583
0.6459091804,124.2532974,513111,5.909907614,3.154658132,0.110174812,0.004563942197,2.245505706,6.20044148,6.705612347
