x,d,Monobit,Frequency Within Blocks,Runs,Longest Run in Ones,Binary Matrix Rank,DFT,Nonoverlapping Template, Overlapping Template, Maurer's Universal, Linear Complexity
0.6931457109723725,-9,1.7385311221975874,88.48397034754979,514408.0,7.141459956503828,4.584349030507944,0.3784855450460361,0.0037189334691325954,3.251923224913651,6.197054200196643,9.187121469269053
0.6931470959597472,-9,0.41712913482108877,87.90170405314336,513248.0,7.477504194145675,0.3399612781953985,1.1386238781937332,0.0007826270642241861,3.5458734258753313,6.197364871182934,0.7251856825397527
0.6931464985719235,-9,1.1843311842083395,123.87205160296521,513698.0,4.67050982039054,1.6997280420490224,0.42373187440006566,0.005785959687522273,7.129813437176553,6.190744384888835,8.689673330179925
0.6931458540196453,-9,1.6517524842206233,90.55579089246173,515089.0,1.4869359971672726,4.265714516098414,1.4372496519303284,0.002094341281250171,7.770921363136559,6.192855007870497,7.8248527653765825
0.6931467420865259,-9,0.9496344133160957,87.52353903918353,513972.0,6.709568797903175,1.9494821097129509,0.01651491021379941,0.0011851422308818327,5.310200750029308,6.202595966326812,4.615922249636107
0.6931471342387973,-9,0.30865583734988367,106.67209011264082,513154.0,3.732537960256555,1.4563970452543744,0.07081050543863492,0.0030208234914519657,10.738511072488024,6.197901187260379,5.477566300871796
0.6931471724459786,-9,0.12918183607934428,89.21873495715795,514972.0,4.614534771389694,1.4596357239085713,2.2005552281336502,0.003664667905999076,3.0476668949004853,6.198002124537616,4.765307437455562
0.6931464917406988,-9,1.1902479095249507,113.9827669201887,514127.0,1.56499684325659,0.5239475998675308,0.7042591163950491,0.001785276593961476,13.147293867633818,6.19448979144572,4.889442273373156
0.6931470580627301,-9,0.5019355310258491,108.0669105612785,513633.0,10.540831103043862,0.23631390992106735,1.3680227680195058,0.0036708128823405898,3.608497465250142,6.196684841223963,4.886919290896174
0.6931466681799485,-9,1.0265518424320412,113.05160296524501,513838.0,11.559904653663677,0.08958066579526558,2.432668897718979,0.0031216282136425407,4.739384187484798,6.195694685169985,2.586623200204526
0.693146223144185,-9,1.4032500209229535,95.18157312024647,514070.0,2.640413611279227,1.7555894087406103,0.496126001366513,0.015020774090047376,4.462869582154127,6.197413247881007,3.9040688784495297
0.6931465410457993,-9,1.1468585905364685,109.27226340618083,514751.0,2.684390564330518,1.0798045751201837,1.6756978076269071,0.0012342868847939979,4.137268623890934,6.1956297432674665,2.97028975622276
0.6931471526407316,-9,0.2396273753227531,96.0619043034562,514429.0,6.093495240671015,5.12534475295694,2.233585048561249,0.0017374807658764402,4.275839982411078,6.199007830578518,4.290139367915414
0.6931471354151593,-9,0.3047113538054762,75.9960527582555,514198.0,7.627925699189589,0.0002493766987406048,2.2458015574876797,0.0007137209049181974,1.7590820775699254,6.199384778690123,5.443098615158729
0.6931468185614278,-9,0.8628557753391316,113.40589198036007,514754.0,12.165378273125393,1.1004549428618482,0.6228157235577959,0.005233046507288862,8.40307696837787,6.198785015898336,4.405745684467515
0.6931459807226459,-9,1.5708905715602703,103.23856744006935,514020.0,4.0855557894167,0.3223848435312422,1.4372496519303284,0.007463008815272772,2.167401261880139,6.198735143198018,5.923978867011684
0.6931470120446521,-9,0.5887141690028133,96.0642148839896,513639.0,7.064005630198339,1.4574072350787382,1.7539739574085356,0.001136080207745476,3.8400695181195057,6.200231134970677,2.2699528615894184
0.6931466260011125,-9,1.0679689196483195,78.85886203908734,514060.0,6.24320381745803,0.026152277042841884,0.707426359450674,0.006524366806942481,2.1813368149222634,6.194405372073428,1.1603299065284611
0.6931469874999115,-9,0.6301312462190916,105.58072590738423,514379.0,6.093455090759518,0.08133548916074526,0.40563334265845385,0.015389537768801914,1.2995479606262539,6.195793689775508,2.7305402064591466
0.6931469862895068,-9,0.6321034879912952,100.39886396457106,514198.0,5.195144738840318,0.6935220763833112,0.806968284029539,0.009027908591574978,4.80796692638271,6.199074218736947,3.730653493083911
0.6931453882100452,-9,1.9199773652403305,129.13247328391262,514137.0,6.0085424488358505,1.6932626140110316,0.18845096175911183,0.011858086294658255,4.063742245131667,6.197960483759424,3.0621018251767755
0.6931470040484153,-9,0.6025198614082393,99.25974776162508,513691.0,3.022378270137475,0.2704497135164217,0.9970028673164633,0.0025707039744360485,8.296243187172362,6.191902726796757,5.051963062995668
0.6931471229706856,-9,0.34415618924955077,114.3532299990372,513870.0,2.5578084829137935,3.918839517850035,0.25179582285475327,0.019001335690488046,4.909621622766126,6.19728779319517,3.21223288308341
0.6931471640261009,-9,0.1844046057010487,128.8012900741311,514356.0,9.979419465525188,0.006497662840082619,0.0920762802358716,0.008199751309614093,5.827246194540881,6.193036828100733,11.661740240727372
