Monobit,Frequency Within Blocks,Runs,Longest Run in Ones,Binary Matrix Rank,DFT,Nonoverlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity
0.9279397538,115.6956773,513754,4.162373003,4.249938803,0.2459138,0.0084316314,11.77234899,6.194809738,10.0313986
0.38951775,133.6450371,514333,1.37075208,2.003325639,0.318307927,0.002638677461,3.108673037,6.199241251,3.093741795
1.25730413,87.40878021,513807,3.538110119,3.612738089,1.093377549,0.001972606638,6.273574831,6.194843573,1.296585214
0.6360479715,114.8392221,514447,8.768369773,0.9562251268,2.179289453,0.002477027296,3.99401762,6.198009424,3.081571224
1.361832944,102.3513045,513940,7.857126085,0.6758903727,0.2459138,0.0004475282818,8.758043385,6.198630699,7.676232127
0.3500729146,101.7235968,514627,16.83887276,2.969643223,0.03461344196,0.001039064791,5.894303809,6.192276952,3.91367557
2.095506883,98.68133243,514193,9.406476164,1.581583583,0.1554211413,0.001970685896,10.35934061,6.194877916,8.028218922
0.3126003209,106.0967556,514392,1.923734474,0.6438219504,0.3273571929,0.001123561645,3.491500452,6.201837107,3.150604976
1.204053602,102.5623375,513951,12.77442353,1.682188424,0.7133083823,0.001014754893,12.45595175,6.199413728,0.9563225759
0.2060992652,101.9877732,513624,3.630307063,3.2163501,1.177988185,0.001359100672,1.16431963,6.199783377,9.029244104
0.9378009627,147.5069799,515153,4.39974308,0.686933836,0.3241899498,0.00592222924,4.349497042,6.196835141,6.215468852
1.03444081,102.6832579,514387,0.8394718715,0.02097885222,1.247215069,0.001204670638,6.149891713,6.200147454,4.398198334
1.852921145,87.38105324,514052,13.76439065,1.78490549,1.174820942,0.00195921854,4.644428581,6.192911583,3.511305099
1.624141099,107.419948,514682,5.903396676,0.3571247479,0.3422884816,0.0006930277597,1.376605825,6.196841892,4.091417795
0.6735205652,106.9555213,514708,1.461104044,1.009547638,0.598835169,0.0007273780617,4.09256079,6.19394509,6.105724966
0.9456899298,99.36911524,514465,5.194927867,1.238765959,0.3635542564,0.001831378843,3.770091138,6.192171301,12.34552921
2.336120379,120.0719168,514413,5.130079146,6.127121916,0.8160175499,0.004134608781,8.372877078,6.197723383,7.853850752
0.08973700064,94.66400308,514534,9.009825298,3.675140048,1.283412132,0.001360167986,4.261861985,6.190956904,5.054780915
0.2987946285,97.43978049,513212,8.119368892,4.507606487,0.3635542564,0.003059026267,5.108509476,6.195795496,3.885322415
2.525455589,109.8352749,515192,4.410376684,0.91311323,1.944008541,0.0008306562027,2.47540915,6.199213382,4.277093252
0.3914899918,96.80514104,514326,4.068491196,0.9783972454,2.658900544,0.001164543067,6.142898031,6.200916451,3.411321342
0.8944116437,100.2178685,513556,9.128727188,5.450851185,1.654432033,0.004357965825,3.906130502,6.192842343,11.03647971
1.452556065,114.1629922,514070,0.4435820002,0.3651885439,0.378485545,0.006184334124,6.615226932,6.191652457,5.088291981
1.316471383,85.49638972,515001,5.509878433,0.1284769255,1.446298918,0.003514364496,6.754199226,6.193393077,4.431581293
0.1587654627,91.30749976,514609,3.027784159,4.302528261,0.04366270783,0.0161421339,1.01649141,6.1971458,10.4054187
0.6991597082,92.79628382,514114,3.610623417,0.12958503,1.413269097,0.003790730288,5.67212811,6.200903414,2.608359242
0.4920743222,107.7888707,513804,9.935015857,0.1876748883,0.06176123957,0.002694445269,4.631745513,6.187525508,4.693593148
1.107413755,103.6937518,513953,9.359860569,0.8527819042,0.09795830305,0.003009460653,2.377932433,6.200476912,2.219991045
0.2968223867,109.4093579,513938,3.396178445,3.127661601,1.847633859,0.0004327270441,11.00532438,6.196325352,5.556772935
0.6025198614,101.3731588,514785,4.928639468,1.894093683,0.1070075689,0.003429419235,4.537956844,6.195075662,4.618103692
1.008801666,85.00346587,513566,2.789096085,1.952681812,1.404219832,0.002070832522,10.50502288,6.191719986,6.216169534
2.06986774,105.0569943,513765,7.015703981,4.960800986,1.64855001,0.009630129608,0.7964132786,6.193924931,2.000893934
1.708947496,117.2260518,514828,5.056764566,0.5175920037,2.607772192,0.003783221473,8.540458753,6.196205602,4.387731734
0.4309348272,91.75190142,513842,4.823970092,0.4997782125,0.2278152683,0.0006564678494,1.937850502,6.199965462,1.387683157
0.2987946285,73.09704438,515077,11.37534612,1.899479558,0.5685201283,0.01859939155,9.664164502,6.196205253,6.660903624
0.9930237323,92.14624049,514929,3.055461666,1.250484304,1.337707727,0.00219068689,6.633779883,6.197029486,4.758468805
1.073885645,104.8729181,514505,6.674914382,0.6084201589,0.3726035222,0.0006789770848,7.853303299,6.191229334,5.277916391
0.6833817741,85.11129296,515328,6.670408635,0.1588100737,0.1825689389,0.01585793097,2.16633071,6.19586764,4.124830948
0.05029216519,105.402041,514173,3.74639288,0.8138603324,0.1916182048,0.001405482168,3.400381844,6.19618862,4.540714293
0.1370708032,90.31857129,514625,5.328339614,3.185389033,0.6621800301,0.00360690061,1.83802532,6.194997251,4.006198341
1.921949607,82.66361798,513603,5.92957321,4.687853671,0.4811947127,0.002923362359,2.80749786,6.200556855,12.69977855
0.3520451563,96.52170983,514142,11.90142148,0.5583297887,1.699678362,0.003239433917,2.400481812,6.197799602,5.691556449
2.13692396,103.7884856,514440,1.543525914,0.02937685819,0.8250668158,0.002244930132,1.02693165,6.195683166,3.341112118
0.3303504968,107.3436989,514874,1.750897494,0.2551303087,1.301510664,0.001716123018,2.579153016,6.194503335,12.65839863
1.442694856,115.4777125,514994,14.55573177,0.5862295795,1.020983422,0.002683346813,0.9502125905,6.195831425,4.773140933
0.3816287829,80.5132377,514845,0.9008022356,0.6932998953,0.01968215327,0.004081306339,5.420119657,6.193465581,2.283921172
2.245397258,116.1007991,513808,11.28425827,0.7465765412,1.699678362,0.0006351919548,5.80253201,6.19808922,6.247396068
0.8273554234,135.4603832,514577,4.631528824,1.626465448,0.1011255461,0.01468334908,8.891364937,6.190922781,6.933565663
0.5749084766,119.619043,515577,6.762879002,2.929278997,2.209604494,0.001684178178,8.982822094,6.193359216,10.40747038
1.744447848,94.05709059,514054,4.230506368,0.6024345378,1.482495981,0.004500181362,5.567399502,6.198594162,0.5418327049
0.01676405506,83.08183306,513973,1.935237668,1.682188424,0.2278152683,0.00389574116,5.704759351,6.19693392,7.301175187
0.1331263196,78.21729084,514813,3.338254312,0.8519469186,0.3092586611,0.001247492124,12.1633258,6.194948067,3.289712161
0.3757120576,106.9655338,513905,7.610453901,0.1531853849,1.033199931,0.001858968664,4.472039511,6.198830707,8.183641795
0.0995982095,82.56965438,514268,7.221644159,1.121638538,0.1251061007,0.01424693322,0.4562274576,6.200285022,3.39010936
0.9042728526,85.55184365,514943,6.375103144,0.6087958875,0.806968284,0.001319045403,4.403050014,6.19524494,3.215928963
0.9101895779,86.9112352,514629,4.672919992,0.4790845048,0.01651491021,0.003765368158,8.469528468,6.192104775,4.137303374
0.4092401677,91.88283431,513775,8.86358095,1.065781868,0.6228157236,0.001640741168,6.770278377,6.19542901,5.077787173
0.3481006728,91.6702609,514348,5.623498129,3.5281507,0.6228157236,0.001490585746,5.990839688,6.197783549,7.596695034
0.04043095633,92.37960913,513717,8.195162087,3.805058507,1.114643324,0.0006821017523,4.052616524,6.191603213,4.803557326
1.207998085,92.76932704,513243,1.586199858,0.5055109164,0.315140684,0.00179711471,3.29596927,6.19623071,4.912782125
1.342110526,81.51371907,513084,8.827031444,1.001816222,0.7345741571,0.003715985558,2.101163016,6.198965571,6.163048627
0.2100437487,78.70713392,514021,4.097052074,1.527712967,0.1613031641,0.0333331476,5.909241726,6.193833184,4.113429976
0.004930604431,92.58756137,513809,1.160330069,0.01512003941,0.1070075689,0.0007645101747,13.94625006,6.19410704,5.140519736
0.3678230905,86.96129778,514483,13.56611001,0.7465765496,0.5956679259,0.001525711859,12.14063682,6.191629741,4.481166371
1.002884941,84.5367286,513819,9.018387556,4.555459326,2.209604494,0.0004328854197,3.046147697,6.194169279,6.850821373
0.9654123475,108.773178,514095,2.371988927,2.479383857,0.2097167366,0.01422863366,3.415664741,6.192783525,4.721055901
1.119247206,76.35419274,513986,2.170004679,2.504513927,1.07844626,0.01143236676,2.812239732,6.203980832,3.300344393
0.70113195,98.71214018,513577,10.45121192,0.9602398673,0.6983770936,0.0008635466944,3.888097985,6.196217364,6.628767955
1.434805889,100.8101473,515062,6.63472519,1.386077982,0.6531307642,0.002208137692,3.541584702,6.198358906,11.94421136
0.4388237943,99.69952826,513730,6.177343511,1.403550739,0.03778068501,0.0015101723,7.81341243,6.196900011,6.024312972
0.2238494411,121.0708578,513001,7.121716384,0.5894509346,1.066229751,0.00578339844,0.3383721745,6.194042077,4.143874952
1.330277075,95.92326947,514720,5.73987691,6.049215903,0.02556417608,0.006811099119,8.231674647,6.194979243,8.574934233
0.2297661665,84.96033503,514710,5.030554903,0.008222138713,0.7707712205,0.005934110377,0.9374914852,6.19779547,8.90492102
0.9634401057,114.6089342,514243,5.569690351,0.4911825582,0.06176123957,0.006029218655,2.484713714,6.194162819,0.5219720434
0.5275746741,103.2254742,513857,4.000662987,0.2191667106,0.8218995727,0.01276490807,4.257964054,6.196013497,7.866189682
0.1587654627,106.6266487,513957,8.949442219,0.7020198314,2.336294216,0.005898572173,3.301881237,6.198554355,4.288105656
0.2889334196,85.88533744,513534,8.214989421,3.55569606,1.024150665,0.001713490297,1.81234061,6.195688775,4.646763567
2.641817854,99.64253394,515512,6.379538038,0.9439077418,0.5323230648,0.006022892944,2.167934509,6.195568403,2.777919456
0.6912707412,105.2064119,514538,4.882771936,0.6758903736,0.7766532434,0.0004174816659,16.82609666,6.194907805,3.326755983
1.770086991,75.60325407,514655,5.53180007,1.682188424,1.168938919,0.0008416460958,1.961569108,6.195771638,9.778081639
1.564973846,82.68056224,514002,7.971110758,2.536852646,0.8309488386,0.0007530659042,2.187664777,6.19717959,6.091405932
1.708947496,100.0599788,514666,7.616817675,2.575234415,0.6318649894,0.006475479478,6.138176974,6.200101305,1.143426327
0.70113195,114.0374507,513597,1.780963951,0.7205110665,1.048131219,0.000875989512,3.358809229,6.196195469,9.638772581
0.3520451563,88.32531048,514007,5.943866975,3.162117878,2.381540546,0.02923063218,1.061274428,6.194821382,4.137164528
0.2790722108,71.58130355,514097,4.482174358,0.2537472584,0.1373226096,0.001757550481,7.882254834,6.196530775,7.699301118
0.08973700064,138.1637624,514191,6.95125659,4.136378859,0.3092586611,0.0006835252204,4.274713352,6.193524169,5.943626812
0.1784878804,83.06103784,515200,6.924991487,4.43133177,1.084328283,0.02285099273,8.155766641,6.195941555,11.0208892
1.417055713,94.85270049,514309,3.005839223,0.2480315271,0.6771113188,0.00553910579,4.445932062,6.194970327,3.362787335
0.5137689817,111.88553,513871,7.142948498,1.068774508,0.5956679259,0.0007670408341,6.528184484,6.198477877,11.11270128
1.474250725,105.7386156,514070,4.349056236,1.492400748,0.2097167366,0.00604103418,4.741265044,6.199852993,4.137550058
1.038385293,77.46789256,514312,7.731843344,1.995114053,0.2789436205,0.0008943102311,12.70270611,6.200475489,2.231320506
1.582724022,115.5801483,515164,2.89321354,1.228111644,1.382954057,0.0009471862542,1.2264867,6.197569888,5.464826165
1.20208136,83.45229614,513699,8.560901763,1.875329668,0.1463718755,0.006203763094,2.785688517,6.198285536,1.329926083
0.4112124095,115.2612881,514212,10.32800382,0.09800216807,1.304677907,0.0007603745198,8.343068878,6.194851708,6.835293609
0.9673845893,109.5164147,514359,2.61102309,0.9335338133,2.164358165,0.02981298965,0.3776727075,6.200960342,7.394118202
0.2731554855,127.2131511,514531,3.196498242,0.5583297887,0.7766532434,0.001023128145,3.188669504,6.200883568,3.807866855
0.54532485,102.3705594,514282,4.627313869,0.8335413139,0.2640123318,0.002774476458,7.383860876,6.19741029,12.48848844
2.76015236,85.02811206,513899,9.347002144,0.6586282958,0.3332392157,0.003949749334,8.035273203,6.195431838,4.250000024
0.7228266095,103.2978723,513146,5.021802791,2.003719126,0.5051752672,0.002145516997,2.349104709,6.195800512,6.017978793
2.079728949,91.54163859,514734,7.032531884,0.4003634373,0.8309488386,0.00939357061,2.489124831,6.194113702,0.6406008288
0.23371065,123.1981323,514047,8.904581448,3.050800458,0.5956679259,0.01253918161,1.340165431,6.196304256,3.949131324
1.760225782,106.162222,514240,12.54873645,1.53540281,0.05587921675,0.002673722695,2.324405717,6.192612904,6.674302831
0.03451423101,87.90632521,513846,8.424584961,4.100164874,0.2459138,0.001243675807,2.92702283,6.196835704,1.398617908
1.298721207,82.60508328,514110,6.901474642,2.540208338,0.4811947127,0.04117147785,5.234836154,6.199284263,2.226778042
1.174469975,115.7649947,513527,9.246806198,3.007131488,0.5051752672,0.001143713226,4.518874007,6.19446931,7.886318431
1.705003012,113.6839318,514225,5.388030772,3.075433033,0.05587921675,0.008255519511,3.570286448,6.191808592,8.915164661
0.05818113228,80.65110234,514012,4.193414797,4.909678069,0.1613031641,0.001267339195,7.562725714,6.195441925,1.762634616
0.2120159905,103.272456,514520,10.60774471,5.187950442,0.1432046324,0.001462576973,5.602720824,6.193827346,6.352887994
0.6459091804,92.1808992,514394,1.495944213,9.936428425,0.5535888396,0.0008087177317,0.6629685424,6.204999454,11.1443183
0.3599341234,74.24155194,514056,4.034843512,0.07730846597,0.6318649894,0.008289538413,3.677364078,6.19310123,6.272882762
1.261248613,85.7952248,514363,5.185959817,2.814493183,0.17035243,0.01202598592,5.683664668,6.193623125,10.34564962
1.215887053,105.4929238,513584,3.668360259,2.367944351,1.781121755,0.006683351394,4.097393374,6.193305919,4.218218163
0.9792180399,113.0723982,515166,7.936795029,1.430422244,0.2246480252,0.01873868743,5.458133997,6.193988215,15.73939725
0.02465302215,75.91364205,514468,3.834074048,0.1295850346,1.645382767,0.001275574729,3.424718798,6.193403865,10.60672518
1.563001604,117.3138539,513845,5.837003999,2.289749721,0.2698943546,0.0243510807,4.688939725,6.197295162,5.89781428
1.097552546,112.1889862,514111,6.720790359,4.256650336,0.2336972911,0.00213052744,3.877177288,6.196235287,5.620025739
0.7287433348,92.29719842,514427,6.160063633,0.1588100737,1.639500744,0.02604444869,4.213501314,6.194850256,10.65818597
1.495945384,88.95532878,515224,2.392428774,0.6038060142,0.1554211413,0.0006621238495,5.993302032,6.197674042,12.66814346
1.247442921,89.88110138,514281,7.74725447,1.721251965,0.1735196731,0.01041648531,5.71391707,6.195688004,0.7571270409
1.107413755,104.2821796,514888,4.036963819,1.750962224,0.2517958229,0.02494350775,16.54260223,6.198532092,5.21602879
1.448611582,88.27062674,515732,9.110178149,1.333245,1.53995882,0.003139063603,2.256957452,6.194964851,1.87984927
0.2711832437,111.9001637,515061,9.525967977,0.2587320842,2.269782112,0.001446668636,8.439821874,6.198222445,2.631613729
2.41501005,95.3140464,514155,15.14372374,1.075719041,0.8703131451,0.00492418473,17.88186762,6.202015343,3.202131598
0.3776842994,102.7225378,514757,9.338481545,4.254108579,0.2640123318,0.001912613252,4.716967976,6.197617704,3.238762368
0.1153761437,82.58043708,514914,6.390302365,0.2157990544,1.114643324,0.009939551264,2.034322071,6.19788754,2.94473258
0.7228266095,106.8161163,514147,7.448215492,0.9042007563,0.5323230648,0.003626261804,4.839569787,6.188171725,4.371711331
0.1627099462,105.8264176,513748,2.407901949,1.797186333,0.5775693942,0.01080825573,3.881437202,6.193274616,2.718156967
0.6537981475,95.61827284,513728,9.145130809,1.563240472,0.07397774849,0.001821133332,4.196157847,6.200459115,8.795339464
0.1153761437,101.3523635,514274,4.154295643,4.780890864,0.2608450887,0.001772963798,2.527900194,6.194907262,9.090825734
0.03056974747,95.37566189,514193,5.172029575,1.952264488,0.2879928863,0.003604198264,2.379089812,6.195940599,8.429282901
1.444667098,92.03071147,514413,2.77750136,0.02097885222,0.8703131451,0.004903641556,0.7777432599,6.187900261,10.58092565
1.275054306,86.00163666,513103,8.702477395,0.7286196767,2.607772192,0.006835837167,2.138591718,6.193128317,6.040443889
0.8766614677,67.24126312,514394,8.001034278,0.9096895979,1.066229751,0.001461671095,4.763664013,6.196374524,2.571629412
1.140941865,115.5323963,514928,3.789363276,3.200775673,1.268480843,0.004663059028,4.225579055,6.194215005,3.551982938
0.5058800146,81.46981804,513721,8.041671406,0.1949264946,0.4721454468,0.03360670457,3.23067656,6.200025953,3.597235163
0.05818113228,84.86791181,514262,1.410169399,0.1071571005,1.057180485,0.002150358826,10.77243681,6.193041239,1.512042865
1.764170265,93.46943295,513353,5.116408237,0.1589368867,0.9304907632,0.004241230674,11.41223512,6.193768878,5.141801461
0.8431333576,97.37277366,514175,6.630640563,0.8097187696,0.7042591164,0.001910839751,5.501474282,6.19347049,3.437786556
0.2297661665,94.56849909,514205,3.895628496,1.447117838,0.1613031641,0.001440175235,2.699095796,6.192275039,10.11310402
0.85693905,90.62741889,514511,8.458821864,0.3328845263,0.8431653475,0.003087808252,1.501723248,6.196276502,6.544859393
0.4348793108,120.8898623,515236,6.770243048,2.84030757,0.4359483833,0.01131880425,1.665515674,6.196260776,14.78415716
0.5433526082,94.95282565,513618,2.392665674,0.008222138713,1.220067271,0.007750734331,3.495634124,6.195992536,3.063116202
0.2277939247,99.33753731,514636,7.796551051,0.5969514545,0.450879672,0.001429997877,6.177143867,6.194640623,11.35389777
0.190321331,98.40175219,514886,6.557018783,5.313974491,1.41915112,0.0007781982842,6.653539222,6.195415998,8.481969631
0.2909056614,99.91749302,513876,7.352532435,5.05119194,2.070698263,0.0003696074602,5.375436908,6.197914767,4.440343495
0.9516066551,78.37826129,513750,3.378225875,0.894465931,0.6771113188,0.0008464593385,0.720896499,6.197180565,9.198790538
1.361832944,105.8479831,514975,3.702918539,2.39689952,0.8490473703,0.002440311115,6.785634133,6.200771937,15.66686135
0.07790355,90.73986714,514594,12.03837502,0.2581345097,1.663481299,0.001107644892,2.276183952,6.197643386,9.825437474
1.247442921,96.07884856,514581,7.02153493,6.872764009,0.1884509618,0.002818494526,6.8356601,6.194930374,7.118561581
0.1686266715,104.307596,514525,7.749827397,1.464135686,0.3965840768,0.0002827246424,5.501495525,6.192685838,5.009172227
0.06212561582,108.4651006,514761,7.723899985,0.5239475999,0.9879536014,0.002215728951,1.920537256,6.197121339,6.843790777
0.1548209791,89.66159623,514591,2.949618793,0.91311323,1.428200386,0.001261802933,3.529571192,6.195833146,6.821611065
0.501935531,109.9977857,514705,6.243700603,0.3313486587,1.006052133,0.0009554810835,1.697411301,6.192345071,5.5858123
0.6242145209,102.6385867,514221,1.28881282,4.80421946,0.8612638793,0.01205510334,1.146173276,6.194840326,3.667360154
0.5295469158,97.82256667,514560,4.830078799,4.224394736,0.6409142553,0.01354352767,2.436676614,6.201611927,7.694861551
0.8904671601,78.47607586,514567,10.00453501,0.08958066765,1.187037451,0.003948696096,7.921079167,6.202555497,0.4252330544
0.5611027842,79.41802253,514774,5.919950008,1.377502241,0.803801041,0.00641108827,2.972008493,6.197143827,16.24560779
0.08973700064,92.05843843,514772,2.986476196,2.533823474,2.281998621,0.001100652263,3.734427711,6.197832832,5.98582517
0.7504379943,87.45961298,514505,6.669624198,4.495669494,1.536791577,0.00355285563,7.423115163,6.198704647,3.844854081
0.5709639931,106.5080389,513229,7.16801418,0.7465765412,1.729993403,0.01600367715,4.196526343,6.196302314,9.448193899
0.4605184538,81.95889092,514252,1.2177536,2.218566438,1.536791577,0.000276537663,2.932948681,6.195090377,4.975392222
