Entropy,Compression Ratio,Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,DFT,Non-Overlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity
13.150729235360993,14.175066605927583,0.1589322975944754,48.85533532185125,1.516792401101831,2.526489601929089,2.0780295938971998,0.49255102912360943,0.0013417079867235689,1.606875776752321,0.0010172844199775708,4.51672890569181
13.152378386247427,14.156696767077962,1.02469507659596,49.62662368902146,0.6983973417915248,1.14963563885033,2.1434599370906584,0.3518221636597211,0.0004842206752477473,0.5686576374394938,0.0002016375577163387,2.695150252263224
13.149486205359471,14.150584063316781,1.0497896499003507,54.851294140286775,0.1353744410965514,10.965586667259148,0.2051519213668972,0.3070447973757566,0.00044242411215029764,0.9597183409886789,0.0021333037245032213,1.9075668948885682
13.151139349042088,14.162684529200554,0.1352318672514396,57.35567208698165,0.4028818345422627,4.331542403212161,0.9517336212485146,1.0106891246951988,0.014653301086440916,1.7372134870191922,0.0009573932521433901,2.79417621646295
13.152046443769427,14.170241539671661,0.7862966302042468,43.069902819205254,0.05941602193594501,2.529684548658563,2.5292656969297256,1.087450324039138,0.001397750136205298,3.2726712091699106,0.000959435558413446,2.4473431454878924
13.151574546412913,14.176958406582786,0.4475198905949702,70.39945155393056,0.09229268203588659,2.5401380629959536,0.023405107053670174,0.5948992949155284,0.006726035452984346,0.5501489016840978,0.0009064420392572713,2.647647637662614
13.150048580895191,14.168351531095636,0.646882334068742,47.85543154045994,0.028693636987292732,3.1863969917227477,0.8775005984739122,0.2238868314198225,0.0018312917657544521,1.6226111008250257,4.048132368339452e-06,1.1682962725504822
13.15014001000025,14.17591459205743,0.5813576148850548,36.58322909650728,0.1668260771467424,7.57212654228161,0.7214928427345326,0.4861542625116146,0.0009641387560946122,2.045503065371144,9.316025708407947e-05,4.809723190260071
13.150620361774786,14.160145620357431,0.23700430343035805,46.31323968055425,0.8698669923942526,4.439586771383518,0.8852157671213305,0.6460734278114878,0.0009378253336450699,2.0648048649307973,0.000490987981451596,3.3484250262704376
13.150705906304653,14.159104280041182,0.17566201313073598,41.85562397767731,0.2230198679240408,2.3468769137691097,0.8498640210245112,0.1855062317478529,0.0005410085026930388,1.523737651732532,0.00018319974639773303,3.3913455382836473
13.151100482922267,14.170632638885694,0.10734900802433865,49.540796690079894,1.2156766236924916,1.8191328636125608,0.1363533716828947,0.0703644327319442,0.00044399725360087116,2.3647656321790866,0.0015711870347381305,4.088685042909422
13.148461830605857,14.168872862412496,1.7831088475731056,52.582844222072566,0.8515763950876304,0.8795685036237204,0.2964633034220819,0.447773662839645,0.002493964907673561,0.5976593394868563,0.0012862608456149613,2.0489462400840246
13.152141573053104,14.167634763172781,0.854609635310644,61.18363321466372,1.9319089668622935,2.6240966725659005,0.9975570263866049,0.20469653158383772,0.0007007666046596651,2.012960942909368,0.0013045672995090738,3.030670364238574
13.151617278799396,14.163531034482759,0.4781910357447813,62.15967478110269,0.6750842873571278,3.806579956310724,0.021586330263467228,0.43498012961565513,0.0004747078019769601,1.9462239215847024,0.0005533183266624774,1.855884897686043
13.15132005665863,14.168481860328207,0.264887162657459,51.450543635139056,0.0877331981978419,4.5924973050311335,2.376931954697621,0.10234826579191886,0.017934698862120922,2.1791401695316246,0.00029769211111982933,0.7659873903461345
13.151863925521953,14.178002374837765,0.6552471918368723,30.889011834888873,0.8623766390074178,4.4282130995801765,1.8538414452716385,1.8870461505385039,0.00045063539473820904,3.493229185756861,0.00056721664364332,3.6872243138865004
13.150087487919093,14.17924228685578,0.6189994748416411,51.31737708072743,0.32258144461188715,3.971381418584209,0.021586330263467228,0.23668036464381237,0.0005382155318881683,3.1288590895033543,0.002139582150538288,7.625622867332839
13.150299504597232,14.171154138088076,0.46703789205394086,42.0738477821611,0.8381843717127646,2.7667804706818604,3.1229388505317317,1.611985186222722,0.0005237095821554062,1.1274538815747406,0.00042779536521919676,3.5314896815368786
13.150789499570969,14.170241539671661,0.11571386579246894,45.752092754738776,0.7068491669568057,0.824884839864039,0.20878133554013817,0.0447773662839645,0.004926750746133683,2.289789747290667,0.001137003191077923,2.482132836914445
13.15042785982244,14.160731441600051,0.3750244566045078,57.74785913595691,0.9882515528216905,5.458076572838166,0.21085590490434925,0.3454253970477261,0.0004965221256071498,2.8058025803667235,5.917650964768483e-05,1.2671647034507134
13.149682780859207,14.16633173454982,0.9089812108034909,56.95155393053019,0.1531137348950161,5.916196339007162,1.0642976333249277,1.7271269852386306,0.00029877824527006416,1.3560283862627538,0.0005191960704735265,1.8758251234623078
13.151201531691983,14.15903920135681,0.17984444201480113,44.72255364187432,0.4112271072591046,1.9345434751645014,0.976340905888937,0.89554732567929,0.007788942806252095,2.1355933109533094,0.0008594549176137887,3.5298795701025436
13.150834209380026,14.166396880288426,0.08364857768130285,44.306119503511994,0.4823637162528097,3.6207372856331244,0.49868323997092845,0.5565186952435588,0.00023829224595571947,2.3787064825915127,0.0003626825136937128,4.0409008447898085
13.151391942007367,14.167895397662729,0.3164704522275958,46.75507553160788,0.07124093325978825,2.125744068768671,0.027445142601935212,1.4968433872068134,0.0028515437887506176,1.0516510184236336,2.4253988044620196e-06,4.827839852706565
13.150600918815568,14.176436480106027,0.25094573304390855,43.35163090541712,0.23133996547491578,2.0092144869648507,3.5242753496800256,0.9275311587392647,0.0003969749381110521,1.7369534680446186,0.0007572467177677565,3.399747019606272
13.148656659459043,14.170893383688997,1.643694551437601,47.14071971519294,0.24020967927876785,3.945866789436957,3.219055858150596,0.019190299835984786,0.0003895537603245459,0.5994482962965442,0.0019359326099987581,2.2024885744646325
13.150344236318743,14.165484894468202,0.4349726039427748,40.18218993553353,1.6648710815683319,1.7956617105476855,2.8797520169789137,0.7228346271554269,0.01522555791831292,4.384505949391385,5.9928613941906393e-05,2.9591842468419784
13.151716333218229,14.184334725413365,0.5492923267738887,41.604300971807966,0.49115925411773115,3.0567955047958755,0.7310007681033146,0.3454253970477261,0.005276921084796877,0.7863292030745535,0.0009397081220171797,1.1580543225427578
13.152506474931545,14.148634311460578,1.116708512045393,39.98782834600213,0.3837346506140463,2.893253296492559,0.6312371636053242,0.09595149917992393,0.0009868089481703134,2.2244861543108105,0.00014271024465735137,3.0823634445015275
13.151926063133478,14.162489196197061,0.6998597666002339,53.2987106706437,0.3534297922782199,4.7984110362828245,0.7974234077620828,0.16631593191186814,0.0014339086866512057,0.8155725221755323,0.0010905197402724552,3.796382291438847
13.149838456804474,14.165550032418414,0.7974497738950871,39.78884826325414,1.1496617931025006,3.1879999585675947,0.12936604209097982,0.268664197703787,0.0007187057984394095,1.4808299699329255,0.0008508762835173654,2.6830037036085495
13.151524042147228,14.159429682436812,0.411272173599739,48.551284518425874,0.24373928633431632,10.635237787151073,1.2775788940160386,1.1258309237111073,0.0008512827155142064,4.613608970097099,0.0013374550135079486,2.6559604269047266
13.150087487919087,14.163465915099241,0.6189994748416411,63.6283556239777,1.2984822443368866,2.6507320178793194,1.205968194395378,0.978705291635224,0.0013601821786920142,4.136158305410599,0.00048651955219121125,3.6326896102417785
13.150138064787185,14.153639755205557,0.5827517578464099,53.20672568074668,0.4953945286777095,3.4138829388776863,2.373293854985571,0.7100410939314371,0.0027530336048294645,0.8824718541584813,0.0011967482888348255,9.666808742509271
13.150326732839922,14.173044894503898,0.4475198905949702,41.37684018089101,1.140688597073033,6.513073035763575,0.4262417347789378,0.10874503240391378,0.0016210238848321772,6.068566753879632,0.0007923370957676921,1.0192090771884188
