Binary Entropy,Byte Entropy,Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,DFT,Non-Overlapping Template,Overlapping Template,Maurer's Universal,Linear Complexity,Compression Ratio
0.6931461518,0.02350644675,1.028877505,55.12378524,0.3177835677,0.8194759507,3.881824522,0.7740087601,0.001590631485,2.364062616,0.0002133227802,1.597063233,1.001150632
0.6931461209,0.02350644675,1.044213078,68.97772539,0.7276181639,5.384767419,0.4803862111,0.6460734278,0.00202891832,0.7526393599,0.001047870334,1.777578119,1.001150632
0.6931469064,0.02350644675,0.5311684683,37.45419994,0.9601716835,1.883440057,2.385954307,0.3006480308,0.0004846842123,3.410025187,0.00203620291,3.46731472,1.001150632
0.6931455151,0.02350644675,1.309100241,48.47507938,0.2477591898,4.163224673,2.137339374,1.317733922,0.0004388239393,4.610275834,0.0001413934627,1.728908487,1.001150632
0.6931470745,0.02350644675,0.3304118818,56.69137881,1.232574841,2.978839936,1.766826788,0.2366803646,0.0004243613536,0.7781147519,0.00033089454,0.8668491949,1.001150632
0.6931469006,0.02350644675,0.5367450401,55.01217165,1.114322496,2.629434242,0.4157183892,0.5245348622,0.004514116952,2.674227195,3.83E-05,7.054745582,1.001150632
0.6931446081,0.02350644675,1.626964836,51.52405465,1.945331552,4.876394286,0.3467610382,0.006396766612,0.002545327057,7.292788765,0.001398753163,2.832448697,1.001150632
0.6931471805,0.02350644675,0.006970714807,50.89132108,0.3596888163,4.288356737,1.367424481,1.330527455,0.003279974447,1.349845815,0.0005437451774,1.257051234,1.001150632
0.6931471771,0.02350644675,0.05994814734,55.5744732,0.3443583241,0.3138501304,3.541334947,0.543725162,0.001052404313,1.551577566,0.001630371122,2.347976954,1.001150632
0.6931466298,0.02350644675,0.7528371991,41.24983162,0.5833563936,3.9216922,1.074262056,0.8379764262,0.00226878588,1.797568324,0.0006005262188,2.209774542,1.001150632
0.6931466931,0.02350644675,0.7082246244,41.2275089,0.1777511952,2.032121811,0.5153607559,0.3582189303,0.0006781890161,2.05616567,0.0006802947673,2.44757006,1.001150632
0.6931451415,0.02350644675,1.448514537,56.60940056,0.6969374259,5.522289449,0.2906044967,0.02558706645,0.0007336665609,0.9102270414,0.0001916634633,4.035922474,1.001150632
0.6931471786,0.02350644675,0.04461257476,52.04017127,0.05436880097,4.015635654,0.5940297823,0.08955473257,0.006087571704,0.8885708703,0.002154131132,1.996764574,1.001150632
0.6931465119,0.02350644675,0.829515062,44.12061003,0.9085475861,1.457401349,0.6603879615,0.06396766612,0.001802791645,1.612557019,0.001108309449,2.001577798,1.001150632
0.6931464285,0.02350644675,0.8797042086,40.63634177,0.4464416635,1.661331177,0.09383744417,0.3198383306,0.000395410011,2.459105078,7.38E-05,5.388821614,1.001150632
0.6931470239,0.02350644675,0.4015131729,39.56600597,0.9380337532,5.239952326,0.3131169774,0.972308525,0.001072065393,2.42325545,0.0005939641031,4.896466477,1.001150632
0.693146496,0.02350644675,0.8392740627,58.0584528,0.3467299369,1.338855628,0.4884720663,0.6908507941,0.00046385666,1.750434859,0.0006274500625,4.385689513,1.001150632
0.6931461294,0.02350644675,1.040030649,49.6385548,0.9325697508,1.769773615,0.05772389962,1.183401823,0.002348822387,1.758683604,0.001551642906,1.366926053,1.001150632
0.6931465987,0.02350644675,0.7737493436,41.18902146,0.02983652314,2.909939796,1.629344251,0.6204863614,0.0007809676916,1.23998631,0.0005804215566,2.268151625,1.001150632
0.6931465275,0.02350644675,0.8197560613,54.69849899,0.02324318181,3.119193469,0.0274451426,1.285750089,0.0006374846736,2.511652971,0.001551900467,0.979226758,1.001150632
0.6931466599,0.02350644675,0.7319250547,36.94193207,0.7828618788,0.8350355509,0.2087813355,1.311337155,0.007139374733,3.512601496,0.0006637718478,4.625352412,1.001150632
0.6931465495,0.02350644675,0.8058146317,40.03709227,0.01024788771,5.729864669,0.4443622626,0.198299765,0.00162296319,3.780897157,0.0001499144269,4.300601643,1.001150632
0.6931469092,0.02350644675,0.5283801824,52.20643702,0.5544799748,3.196480362,0.01704463422,1.887046151,0.001149874251,2.187246826,0.001919035975,2.897331869,1.001150632
0.6931464938,0.02350644675,0.8406682057,50.99985567,0.2700552354,0.800296211,2.068331439,0.3646156969,0.008835207537,2.314974607,0.0004594621094,1.429051451,1.001150632
0.6931460896,0.02350644675,1.059548651,51.28774175,0.3595186861,2.606983923,0.3002012918,0.2366803646,0.005820020335,1.419509945,0.001422412276,2.784461892,1.001150632
0.6931469635,0.02350644675,0.4726144639,49.77826422,0.2902932639,6.191044812,0.5448822334,1.042672958,0.0008717500582,6.169859734,0.0004451086098,2.07910371,1.001150632
0.693146255,0.02350644675,0.9759000729,63.19768113,0.3848505575,1.390717313,0.606232277,0.2238868314,0.008872300747,4.701586675,0.0002137315078,2.56706785,1.001150632
0.6931459656,0.02350644675,1.118102655,48.66867122,0.1544014941,1.668746022,1.098903288,0.3326318638,0.0003135325355,5.154043867,0.001086144729,2.058678914,1.001150632
0.6931471529,0.02350644675,0.1686912983,60.30419513,0.2718975653,0.706677955,1.607867427,0.2558706645,0.0004358599001,0.9501659293,0.00178446671,1.977115882,1.001150632
0.6931471762,0.02350644675,0.06691886215,58.69618974,0.09480796536,5.7365127,0.3731890953,0.4221865964,0.00167342535,2.220956143,0.002983226935,4.741061964,1.001150632
0.6931436612,0.02350644675,1.903005142,51.07413644,0.4260829626,2.209560924,1.003444573,0.5693122285,0.001041492489,2.497029721,0.0001602393106,1.328798834,1.001150632
0.6931470709,0.02350644675,0.3359884537,43.92971231,0.1629573799,4.031260107,1.295526554,0.4349801296,0.0003439145103,3.972761058,0.001688566409,1.690833454,1.001150632
0.6931471414,0.02350644675,0.2007565864,57.81867603,0.02922081605,2.433708096,2.532935554,0.3006480308,0.002253990289,0.8547791057,4.36E-05,4.920725782,1.001150632
0.6931471624,0.02350644675,0.1366260102,48.77528144,0.3373565849,2.31995664,0.8306447576,0.6844540275,0.0005283126685,0.9621889072,0.0005265053962,3.59624207,1.001150632
0.6931466298,0.02350644675,0.7528371991,36.74603098,0.127471143,3.441265572,3.200701011,0.5757089951,0.0102288579,2.340622764,0.0007855805253,1.046384044,1.001150632
0.6931471152,0.02350644675,0.2593105908,50.13465794,0.4320906296,2.353609576,0.05357855024,0.08315796596,0.002973253509,3.403260005,0.0005710647844,9.044309625,1.001150632
0.6931465861,0.02350644675,0.7821142013,51.08144905,0.8216925232,3.532693359,0.2096484525,0.4349801296,0.002192771036,2.571374437,0.0004281239062,3.944255109,1.001150632
0.6931465364,0.02350644675,0.8141794894,58.11387472,0.6919657824,3.358212112,1.952821929,0.2494738979,0.0008556548453,2.488217797,0.002579380331,3.062436031,1.001150632
0.6931471805,0.02350644675,0.006970714807,55.58717406,0.1101372262,0.6137039546,0.5833425948,1.298543622,0.0005374418558,0.727241939,0.0006149641817,2.948212152,1.001150632
0.6931466835,0.02350644675,0.7151953392,52.91960935,0.08715006047,2.259597047,0.07659269243,0.4669639627,0.000573647529,2.276128816,0.001565945302,3.24488462,1.001150632
0.6931471145,0.02350644675,0.2607047338,45.76055999,0.2159974319,0.8714134692,1.293156431,0.115141799,0.001516212382,1.215777093,0.0006106689509,1.820965813,1.001150632
0.6931470634,0.02350644675,0.3471415974,54.01842586,0.8795364102,1.759569671,0.06337622481,0.115141799,0.0008333921027,2.895471885,0.003170987947,3.990810043,1.001150632
0.6931470941,0.02350644675,0.2983465937,46.01457712,0.07401368338,1.66395484,1.302910052,0.4733607293,0.00116056356,0.9461595755,0.001599418737,1.615865731,1.001150632
0.6931471702,0.02350644675,0.1031665791,48.32651785,0.5158477447,1.741109778,0.1855236816,0.7228346272,0.001264370088,2.76547237,0.001077139065,1.637436842,1.001150632
0.6931468677,0.02350644675,0.5674161853,49.3826133,0.2513947502,3.678238386,0.9223259471,1.394495121,0.0002577037799,0.5039463498,0.0004177799325,5.133717452,1.001150632
0.6931469465,0.02350644675,0.4907383224,43.58486481,0.5559275586,1.909094894,0.7476847816,0.8507699594,0.0008105986223,2.596666307,0.0009683852387,1.56653797,1.001150632
0.6931461795,0.02350644675,1.014936076,55.44438564,0.5772182987,5.249105972,1.445398209,0.1343320989,0.002765543533,1.038534008,0.001032312282,7.036415814,1.001150632
0.6931465253,0.02350644675,0.8211502042,37.41648225,0.1552041617,6.007162196,0.462861816,0.9339279254,0.01240645622,4.265158305,0.0003772087739,1.922499697,1.001150632
0.6931449323,0.02350644675,1.521009971,52.58053498,1.598652141,2.951340673,1.560996941,0.2110932982,0.007250243383,2.469721967,0.0003252408933,4.39017112,1.001150632
0.6931470949,0.02350644675,0.2969524508,50.27282786,0.3163475699,2.325887547,1.316190798,0.9978955915,0.0003259884345,1.602776333,5.36E-05,4.089659121,1.001150632
0.6931471784,0.02350644675,0.04740086069,51.78422977,0.3234443009,2.11314683,0.5608192688,0.2942512642,0.001925712105,2.205099801,0.0005263850191,2.10579028,1.001150632
0.6931469908,0.02350644675,0.4419433187,56.51587607,0.06525244846,1.921494665,0.06337622481,0.6460734278,0.001039469212,0.8352273918,0.001276317938,0.6437389524,1.001150632
0.6931470981,0.02350644675,0.2913758789,49.79635331,0.3233228578,0.9341934036,0.5852825931,0.2430771313,0.0004961860063,1.440772718,0.0006593386184,4.420612463,1.001150632
0.6931468474,0.02350644675,0.5855400438,56.38232464,0.7770161391,3.477814548,0.2214352613,0.5373283954,0.0002805272255,2.427436775,0.000806155841,4.956700065,1.001150632
0.693147131,0.02350644675,0.2258511597,54.06576542,0.5115794041,3.30850001,0.1268736292,0.7164378605,0.006755612066,1.701626997,0.0008425570859,2.60427271,1.001150632
0.6931470699,0.02350644675,0.3373825966,48.01015106,0.8042619755,1.678818359,1.885694913,0.9467214586,0.0002855715938,3.255516932,5.06E-05,0.9152213732,1.001150632
0.6931469686,0.02350644675,0.4670378921,46.60151063,0.05546164538,4.464401272,0.2568861813,0.09595149918,0.0008820778907,2.400741519,0.000353968272,4.841692217,1.001150632
0.6931469505,0.02350644675,0.4865558935,52.32921197,0.3119581222,3.386308289,0.1352248568,0.8763570258,0.005397567946,4.038124178,0.002369718021,3.151259277,1.001150632
0.6931468799,0.02350644675,0.5562630416,46.65154431,0.06456200272,1.43401987,0.6758175513,0.5885025283,0.003702897077,5.100136777,0.0003718072859,6.845696484,1.001150632
0.6931459898,0.02350644675,1.106949511,58.61459636,0.4896594979,1.431370296,0.4472329655,1.010689125,0.0005320782744,2.47646591,0.001840341212,2.895204892,1.001150632
0.6931465517,0.02350644675,0.8044204887,48.37347253,0.2086297028,4.913057662,1.083039436,1.260163023,0.002899941486,2.683032279,0.0004203809612,2.575850876,1.001150632
0.6931470558,0.02350644675,0.3582947411,44.2037429,0.1225056379,5.243146968,1.866298088,1.164211523,0.002698238496,5.267227808,7.56E-05,1.379528501,1.001150632
0.6931471733,0.02350644675,0.0864368636,44.56090638,0.5451203219,7.899848167,0.1550026692,0.06396766612,0.0006196062601,3.035948799,0.0001648848146,1.303450722,1.001150632
0.6931468599,0.02350644675,0.5743869001,48.91422111,0.0009341874809,3.402512833,0.9149469625,0.05757089951,0.0009815388276,2.519663386,0.002363806431,2.139412994,1.001150632
0.6931471491,0.02350644675,0.179844442,44.63480227,0.02226119659,5.884539269,0.1566698729,0.3262350972,0.0001781698744,8.649492884,0.001192307997,3.714010086,1.001150632
0.6931470048,0.02350644675,0.4252136032,51.64721447,0.819504279,4.942431954,0.1483840541,0.1791094651,0.0009596489512,0.975184994,0.001427100101,2.461398931,1.001150632
0.6931471799,0.02350644675,0.02648871627,46.07384778,1.353713796,1.304888365,0.5186747668,1.388098355,0.001374703299,0.8629820942,0.0004775170009,3.995800401,1.001150632
0.6931461294,0.02350644675,1.040030649,50.97599346,0.5494073328,4.083337024,1.515367715,0.02558706645,0.00110303215,3.540249302,0.0005422698426,0.665870332,1.001150632
0.6931471726,0.02350644675,0.09061929249,49.3495141,0.6134343613,1.515805229,0.1656743294,0.3006480308,0.009242910952,0.6079741254,0.0007573732451,2.98199176,1.001150632
0.6931460166,0.02350644675,1.094402225,66.06807467,0.8548872701,1.817861145,2.167713878,0.4029962966,0.0009253183627,2.217810631,0.001496151092,2.87829767,1.001150632
0.6931471806,0.02350644675,0.002788285923,41.68627923,0.3722361815,2.43749095,0.9485633893,0.2750609643,0.003809186422,2.466707607,0.0003569834111,1.458222577,1.001150632
0.6931468015,0.02350644675,0.6245760467,52.10213605,1.637268927,3.116355965,4.013431494,0.1215385656,0.0004233402921,6.088649351,0.0001416431709,2.22783095,1.001150632
0.6931469289,0.02350644675,0.5088621809,51.86428365,1.353352496,7.665205701,0.6474543957,0.4029962966,0.002627529456,1.310165851,7.68E-05,2.340643399,1.001150632
0.6931468677,0.02350644675,0.5674161853,47.86620802,0.2541830379,4.37566651,0.7476847737,0.9914988249,0.0009835297542,3.905878756,0.001086007785,4.276796269,1.001150632
0.6931471476,0.02350644675,0.1840268709,40.47854325,0.3819479827,2.875987515,0.03703019426,1.11303739,0.006174485742,1.668566347,0.001484374318,4.35990332,1.001150632
0.6931471792,0.02350644675,0.03764185996,47.10107765,1.037244341,0.8718333144,1.476098951,0.03198383306,0.001533648497,1.728186665,0.0004699527599,0.9368768268,1.001150632
0.6931459807,0.02350644675,1.11113194,56.11368229,0.4304641223,0.4537594749,3.240866525,0.2622674311,0.0009482938691,0.6215927418,0.000181648047,2.139743477,1.001150632
0.6931471805,0.02350644675,0.009759000729,43.35009141,0.8462446449,2.840423293,1.9237212,0.4861542625,0.001834921398,3.249854278,0.001883355508,1.349734575,1.001150632
0.6931471666,0.02350644675,0.1198962947,48.4989416,0.9047787662,5.933320314,0.114420227,1.266559789,0.0005400190569,0.3886502759,0.0001681772416,1.636299313,1.001150632
0.693147118,0.02350644675,0.253734019,53.85600885,0.653942887,4.367946653,0.9812568996,0.198299765,0.001052992802,4.719500674,0.001252535983,2.487758087,1.001150632
0.6931443784,0.02350644675,1.698066127,55.10916001,0.1270302386,3.865767109,0.1780538411,1.60558842,0.001744316051,2.63715088,0.0008402055815,4.608841998,1.001150632
0.6931471253,0.02350644675,0.2383984464,43.25887617,0.2034656604,4.398085216,0.1221693542,0,0.007149187045,4.329192115,0.001677921708,3.642591821,1.001150632
0.6931471152,0.02350644675,0.2593105908,53.57697489,0.3277173837,2.113084614,0.04151209721,0.5309316288,0.001000928871,2.833431342,6.94E-06,3.263411032,1.001150632
0.6931465712,0.02350644675,0.791873202,53.8552391,0.3145567654,2.592011771,1.764981637,0.230283598,0.0002029739309,5.270298054,0.0009693039117,2.966898969,1.001150632
0.6931470217,0.02350644675,0.4043014588,57.23790051,1.866530132,2.346107979,2.883894656,1.349717755,0.008703163951,1.360427302,0.0008551997103,1.490090113,1.001150632
0.693143949,0.02350644675,1.823538993,62.87477148,0.9387177871,2.577628955,1.183965127,0.658866961,0.001517762425,0.692095471,0.001231729764,3.731591532,1.001150632
0.6931466893,0.02350644675,0.7110129103,43.34701241,0.9180363194,2.252041609,1.611806821,0.1791094651,0.0009140123756,2.334713451,0.001623987113,5.783874827,1.001150632
0.6931466318,0.02350644675,0.7514430562,67.33354181,0.5917241819,1.926944777,3.253138333,0.6652637276,0.001538307821,1.22662673,0.0001065384196,2.427157277,1.001150632
0.6931469773,0.02350644675,0.4572788913,56.24954296,0.4157462923,3.577015835,0.4898301806,0.1727126985,0.0008345115785,1.13429325,0.00111103431,1.95514004,1.001150632
0.6931471408,0.02350644675,0.2021507294,56.16102184,1.132101146,2.825803908,1.075352995,0.5053445623,0.0007148922114,5.091041011,0.0004293080521,5.151371626,1.001150632
0.6931469955,0.02350644675,0.4363667469,50.32978928,1.347008066,0.9134281517,1.719879211,0.4413768962,0.007724831045,1.343555141,0.0007529218978,3.705732615,1.001150632
0.6931469673,0.02350644675,0.468432035,53.757481,0.7525316053,1.298464607,0.813232724,0.5629154619,0.001323198295,1.039501222,0.0009092075727,1.709132652,1.001150632
0.6931471804,0.02350644675,0.01254728665,47.40397383,0.6566411155,3.909176228,0.4137276307,0.03198383306,0.0004589635884,3.323948021,0.001001277618,3.245273001,1.001150632
0.6931464708,0.02350644675,0.8546096353,53.27176946,0.2394170092,3.684289983,1.551881397,0.8379764262,0.0003031881992,5.481768921,0.002245605504,1.450789051,1.001150632
0.6931455749,0.02350644675,1.28539981,46.80741845,0.4731007927,2.731177108,1.606428016,0.9147376255,0.0002072291496,0.9230862266,3.23E-05,3.327382966,1.001150632
0.6931465297,0.02350644675,0.8183619183,69.11320119,0.07156184697,2.317176171,0.06297374145,0.4541704295,0.001838316302,0.92266212,0.0004707001351,2.221690966,1.001150632
0.6931466835,0.02350644675,0.7151953392,36.80953526,0.08854420482,2.561785771,0.6392059582,0.9914988249,0.002175427336,3.01152093,0.0001788350655,0.910136931,1.001150632
0.6931470957,0.02350644675,0.2955583078,47.92162994,0.6442159425,2.831537633,0.8229872208,0.1279353322,0.01205066389,1.7363738,0.002123513649,0.6912509379,1.001150632
0.693145385,0.02350644675,1.359289387,48.13485038,0.2497648601,3.171095698,1.967767917,0.1855062317,0.001285117401,2.712207626,0.0006416721285,1.837911831,1.001150632
0.6931471777,0.02350644675,0.05437157549,50.59227365,0.4642454873,3.173169561,3.30586765,0.2814577309,0.0004333437334,1.837297277,0.001145690964,3.554645243,1.001150632
0.693147178,0.02350644675,0.05158328957,42.07192341,1.016326514,2.628373822,0.4259734593,0.1599191653,0.003029769154,3.151734158,0.0009279925148,1.759800958,1.001150632
0.6931464261,0.02350644675,0.8810983516,49.52694121,0.7085375154,2.568343253,0.2108559049,0.115141799,0.001498237122,1.549534573,0.0007998821814,4.907178508,1.001150632
0.6931456026,0.02350644675,1.274246667,59.17266429,0.9461014469,4.394719753,0.4209145699,0.8955473257,0.00189240115,1.151663494,1.86E-05,4.808696324,1.001150632
0.6931467739,0.02350644675,0.6468823341,47.86736265,0.6699999208,1.06780538,2.66241323,0.2942512642,0.00149966457,1.276662364,0.0002095671249,4.239506362,1.001150632
0.6931467454,0.02350644675,0.6691886215,49.30756278,0.09403197617,1.12897838,0.05929428334,0.4605671961,0.01129277627,3.760418425,0.001299685122,0.5702845319,1.001150632
0.6931469596,0.02350644675,0.4767968928,54.00841913,0.6918121524,2.781885266,0.8024409447,0.7100410939,0.003860945094,3.908818938,0.0003296138217,6.059921281,1.001150632
0.6931471322,0.02350644675,0.2230628738,41.95415183,0.09487109898,2.603059001,0.7910880408,0.4221865964,0.00794681278,0.7525643378,0.0007243483509,1.15513734,1.001150632
0.6931470718,0.02350644675,0.3345943107,44.26108919,0.1281051013,4.386591925,1.00281917,0.2942512642,0.0004454294141,0.7333414958,0.00218588027,2.276491402,1.001150632
0.6931463352,0.02350644675,0.9326816411,55.6121909,1.206117086,1.929042126,0.2648484575,0.0511741329,0.001240972227,1.649614429,6.05E-05,6.255697863,1.001150632
0.6931470597,0.02350644675,0.3527181692,42.41792553,0.1782768967,1.838127092,2.569346439,0.3070447974,0.0119640292,0.975078874,0.0007468488673,3.338777934,1.001150632
0.6931471386,0.02350644675,0.2077273012,41.42571923,0.08928531516,3.389656674,0.4803862111,0.05757089951,0.00236041434,1.509574522,5.70E-05,4.14310603,1.001150632
0.6931471441,0.02350644675,0.1937858716,53.22673915,0.7793783265,2.083590834,1.039109186,0.5309316288,0.002991389442,2.138931029,0.0004858358281,1.473838392,1.001150632
0.6931454973,0.02350644675,1.316070956,57.4503512,1.305295777,2.516537897,0.1352248568,0.8443731928,0.002788085752,0.2968365425,0.001939252842,2.451003888,1.001150632
0.6931467417,0.02350644675,0.6719769074,53.78288271,0.06057772989,1.727809903,0.6193829795,0.4093930632,0.003769626515,1.798764373,0.0008922463379,3.468296289,1.001150632
0.6931465386,0.02350644675,0.8127853465,51.66068508,0.3647927801,4.173874657,0.2312222802,0.4989477957,0.0005156396626,1.352657874,0.000436474894,2.310525453,1.001150632
0.6931431045,0.02350644675,2.04799601,47.99321659,0.7093536853,6.77512235,1.183972176,0.1919029984,0.003399599759,5.230715038,0.0004776470702,0.8944003148,1.001150632
0.6931471564,0.02350644675,0.1575381546,58.36596748,0.497674461,5.72578245,0.1437252956,0.8699602592,0.0001369830827,5.77075054,0.0007054536661,2.317725786,1.001150632
0.6931407995,0.02350644675,2.562434763,52.83647647,0.3491451539,3.176477332,1.154948739,1.464859554,0.002479654147,3.508531879,0.0001924596369,1.279158921,1.001150632
0.6931470891,0.02350644675,0.3067114515,58.9301934,1.168423165,1.931808233,0.2697205737,0.4349801296,0.001840539592,1.133070779,0.001203721533,1.580933069,1.001150632
0.6931471564,0.02350644675,0.1575381546,52.31497162,0.2760057194,1.921838241,0.2544392924,0.1727126985,0.002471920828,2.235503414,0.001067576364,6.610220022,1.001150632
0.6931460607,0.02350644675,1.07349008,65.67434812,0.659643539,6.521511969,0.09324635897,0.511741329,0.0012151146,1.887731511,0.0003286838626,3.260079665,1.001150632
0.6931469289,0.02350644675,0.5088621809,47.72534398,0.158571377,0.7763998868,0.522948918,0.1855062317,0.001089452033,2.307448251,0.00151949641,3.448560423,1.001150632
0.6931458793,0.02350644675,1.157138658,45.95684595,0.07575648953,1.666482673,2.949593271,0.626883128,0.002481510116,2.909278823,0.0005864407873,4.902096088,1.001150632
0.6931466989,0.02350644675,0.7040421955,41.52848071,0.06483373926,3.220567177,0.4472329655,0.7484216936,0.001516692439,2.358983612,0.001690298602,2.75062793,1.001150632
0.6931462311,0.02350644675,0.9884473596,63.72457423,0.2481258923,3.881029768,0.4069301718,0.9531182252,0.007163933186,0.6029665484,0.001510923566,3.473322851,1.001150632
0.6931471486,0.02350644675,0.181238585,50.85129414,0.3471874135,1.88147565,2.692025917,0.8507699594,0.0026083215,2.126485457,0.0005496977243,3.665397802,1.001150632
0.6931471272,0.02350644675,0.2342160175,52.91576061,0.6204701627,0.4931319759,0.5186747668,0.6076928281,0.008606716955,2.123116894,0.0003901024908,1.556863357,1.001150632
0.6931428852,0.02350644675,2.102367586,49.84292312,0.1163003345,2.645090596,0.6194514322,0.8315796596,0.009868419655,1.683036582,0.0005128872328,2.164228371,1.001150632
0.693144008,0.02350644675,1.806809278,39.35932839,0.2380311226,1.739345276,0.05772389962,0.02558706645,0.002289024917,0.9033547349,0.001078026935,3.538504148,1.001150632
0.6931471501,0.02350644675,0.1770561561,41.45997306,0.1687350134,5.366998354,2.94712564,0.2238868314,0.01050800082,5.695224535,0.0004683364482,3.315906197,1.001150632
0.6931471486,0.02350644675,0.181238585,49.80982392,0.388920117,1.908591265,0.2153020363,1.029879425,0.00397387879,1.911062835,0.0006549851662,1.121115141,1.001150632
0.6931470663,0.02350644675,0.3429591685,40.57591648,0.7237243429,2.080500373,0.767701405,0.03838059967,0.002416776786,2.123124146,0.0007801636761,3.96757109,1.001150632
0.6931469749,0.02350644675,0.4600671772,51.82618108,0.8088983372,1.122686797,0.6317628522,0.1535223987,0.0004010969126,2.956881619,0.0004816384955,6.770467231,1.001150632
0.6931468859,0.02350644675,0.5506864697,53.1747811,0.2951357001,2.188650494,1.471324213,0.4605671961,0.0100004843,1.320620261,0.0005438660751,2.003630191,1.001150632
0.6931470128,0.02350644675,0.4154546025,41.34989897,0.9770539111,2.239350604,0.5834775343,0.006396766612,0.0004979843735,1.024602941,0.0006704455442,2.800901698,1.001150632
0.6931462865,0.02350644675,0.9591703574,53.64240354,1.568525157,9.051276523,1.144103309,0.1855062317,0.007713363179,1.074901751,0.0004066595,1.530894018,1.001150632
0.6931471801,0.02350644675,0.02230628738,49.70783219,0.1672978492,2.435690883,0.9878220499,0.4669639627,0.006708121873,0.6368223379,0.001916692094,1.167932877,1.001150632
0.6931468646,0.02350644675,0.5702044712,49.27792745,1.049337031,1.078012513,0.002711401228,0.2942512642,0.0008433665328,2.494341229,0.0003606554207,3.013459015,1.001150632
0.6931465903,0.02350644675,0.7793259154,54.29322621,0.7296850419,1.897385975,1.236733416,0.1343320989,0.0003390712978,2.192087677,0.0005434295253,6.512767429,1.001150632
0.6931464661,0.02350644675,0.8573979212,51.27581064,0.1557749693,4.10975704,0.3048027842,0.7995958265,0.008805801344,1.887964854,0.0001311358855,3.96326499,1.001150632
0.6931458981,0.02350644675,1.1487738,58.07769653,0.4219807183,2.638673583,0.4898301806,1.484049854,0.0006954195293,2.983469841,0.001349012338,5.222286068,1.001150632
0.693146714,0.02350644675,0.6928890518,48.43197344,0.0760086124,0.7506228647,0.4028064919,0.3965995299,0.0008269591978,1.28810643,0.002140849859,2.177109688,1.001150632
0.6931470965,0.02350644675,0.2941641648,44.36423554,1.112646909,2.357598605,0.1723010783,0.3006480308,0.002726950743,3.774816685,0.001590181617,1.377185733,1.001150632
0.6931471748,0.02350644675,0.07667786287,47.36048302,0.851829556,2.749327404,0.8790326704,0.2942512642,0.001045372266,2.079898509,0.0003424318562,2.274951294,1.001150632
